t,type,source,target,importance_xi,cluster
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,3,,
98,EDGE,3,7,,
98,EDGE,7,62,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,11,,
98,EDGE,11,25,,
98,EDGE,25,63,,
98,EDGE,0,1,,
98,EDGE,1,4,,
98,EDGE,4,18,,
98,EDGE,18,21,,
98,EDGE,21,27,,
98,EDGE,27,31,,
98,EDGE,31,32,,
98,EDGE,32,34,,
98,EDGE,34,43,,
98,EDGE,43,64,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,20,,
98,EDGE,20,30,,
98,EDGE,30,47,,
98,EDGE,47,65,,
98,EDGE,0,1,,
98,EDGE,1,4,,
98,EDGE,4,18,,
98,EDGE,18,21,,
98,EDGE,21,27,,
98,EDGE,27,31,,
98,EDGE,31,66,,
98,EDGE,0,1,,
98,EDGE,1,4,,
98,EDGE,4,18,,
98,EDGE,18,21,,
98,EDGE,21,67,,
98,EDGE,0,1,,
98,EDGE,1,4,,
98,EDGE,4,18,,
98,EDGE,18,21,,
98,EDGE,21,27,,
98,EDGE,27,45,,
98,EDGE,45,68,,
98,EDGE,0,1,,
98,EDGE,1,4,,
98,EDGE,4,18,,
98,EDGE,18,21,,
98,EDGE,21,27,,
98,EDGE,27,31,,
98,EDGE,31,32,,
98,EDGE,32,34,,
98,EDGE,34,43,,
98,EDGE,43,69,,
98,EDGE,0,1,,
98,EDGE,1,4,,
98,EDGE,4,5,,
98,EDGE,5,12,,
98,EDGE,12,24,,
98,EDGE,24,70,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,20,,
98,EDGE,20,30,,
98,EDGE,30,47,,
98,EDGE,47,71,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,6,,
98,EDGE,6,17,,
98,EDGE,17,72,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,3,,
98,EDGE,3,15,,
98,EDGE,15,26,,
98,EDGE,26,29,,
98,EDGE,29,73,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,3,,
98,EDGE,3,7,,
98,EDGE,7,9,,
98,EDGE,9,10,,
98,EDGE,10,28,,
98,EDGE,28,74,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,3,,
98,EDGE,3,22,,
98,EDGE,22,75,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,6,,
98,EDGE,6,76,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,3,,
98,EDGE,3,7,,
98,EDGE,7,9,,
98,EDGE,9,23,,
98,EDGE,23,48,,
98,EDGE,48,77,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,20,,
98,EDGE,20,30,,
98,EDGE,30,78,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,3,,
98,EDGE,3,7,,
98,EDGE,7,9,,
98,EDGE,9,10,,
98,EDGE,10,28,,
98,EDGE,28,36,,
98,EDGE,36,42,,
98,EDGE,42,79,,
98,EDGE,10,5,,
98,EDGE,5,56,,
98,EDGE,56,80,,
98,EDGE,0,1,,
98,EDGE,1,4,,
98,EDGE,4,18,,
98,EDGE,18,81,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,3,,
98,EDGE,3,15,,
98,EDGE,15,26,,
98,EDGE,26,82,,
98,EDGE,0,1,,
98,EDGE,1,37,,
98,EDGE,37,83,,
98,EDGE,0,1,,
98,EDGE,1,4,,
98,EDGE,4,18,,
98,EDGE,18,19,,
98,EDGE,19,33,,
98,EDGE,33,40,,
98,EDGE,40,84,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,3,,
98,EDGE,3,7,,
98,EDGE,7,9,,
98,EDGE,9,10,,
98,EDGE,10,38,,
98,EDGE,38,85,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,3,,
98,EDGE,3,15,,
98,EDGE,15,26,,
98,EDGE,26,29,,
98,EDGE,29,73,,
98,EDGE,73,86,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,3,,
98,EDGE,3,7,,
98,EDGE,7,9,,
98,EDGE,9,14,,
98,EDGE,14,87,,
98,EDGE,0,1,,
98,EDGE,1,4,,
98,EDGE,4,18,,
98,EDGE,18,19,,
98,EDGE,19,33,,
98,EDGE,33,51,,
98,EDGE,51,88,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,3,,
98,EDGE,3,7,,
98,EDGE,7,89,,
98,EDGE,0,1,,
98,EDGE,1,4,,
98,EDGE,4,13,,
98,EDGE,13,60,,
98,EDGE,60,90,,
98,EDGE,10,5,,
98,EDGE,5,91,,
98,EDGE,0,1,,
98,EDGE,1,4,,
98,EDGE,4,18,,
98,EDGE,18,19,,
98,EDGE,19,33,,
98,EDGE,33,40,,
98,EDGE,40,84,,
98,EDGE,84,92,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,3,,
98,EDGE,3,7,,
98,EDGE,7,9,,
98,EDGE,9,93,,
98,EDGE,0,1,,
98,EDGE,1,2,,
98,EDGE,2,20,,
98,EDGE,20,94,,
99,NODE,0,,91.9799,0
99,NODE,1,,91.9799,0
99,NODE,2,,89.2679,0
99,NODE,3,,86.5627,0
99,NODE,4,,2.8911,0
99,NODE,5,,1.6135,0
99,NODE,6,,2.5579,0
99,NODE,7,,83.7292,0
99,NODE,8,,1.1197,0
99,NODE,9,,82.1648,0
99,NODE,10,,10.0308,0
99,NODE,11,,2.5047,0
99,NODE,12,,1.3128,0
99,NODE,13,,1.2351,0
99,NODE,14,,7.8996,0
99,NODE,15,,4.6459,0
99,NODE,16,,3.7561,0
99,NODE,17,,2.347,0
99,NODE,18,,2.2827,0
99,NODE,19,,1.4,0
99,NODE,20,,2.7121,0
99,NODE,21,,1.8774,0
99,NODE,22,,3.6545,0
99,NODE,23,,76.7204,0
99,NODE,24,,1.3128,0
99,NODE,25,,2.5047,0
99,NODE,26,,4.1859,0
99,NODE,27,,1.7943,0
99,NODE,28,,9.1664,0
99,NODE,29,,3.9757,0
99,NODE,30,,2.7036,0
99,NODE,31,,1.6678,0
99,NODE,32,,1.6054,0
99,NODE,33,,1.4,0
99,NODE,34,,1.5023,0
99,NODE,35,,0.2455,0
99,NODE,36,,8.779,0
99,NODE,37,,1.4915,0
99,NODE,38,,8.1208,0
99,NODE,39,,12.4009,0
99,NODE,40,,1.2982,0
99,NODE,41,,1.1935,0
99,NODE,42,,8.779,0
99,NODE,43,,1.4506,0
99,NODE,44,,1.3139,0
99,NODE,45,,1.2702,0
99,NODE,46,,5.7043,0
99,NODE,47,,2.5354,0
99,NODE,48,,410.7337,0
99,NODE,49,,1.3259,0
99,NODE,50,,5.7043,0
99,NODE,51,,1.2737,0
99,NODE,52,,1.3539,0
99,NODE,53,,3.3945,0
99,NODE,54,,3.7561,0
99,NODE,55,,1.3259,0
99,NODE,56,,0.2443,0
99,NODE,57,,0.2455,0
99,NODE,58,,2.3242,0
99,NODE,59,,2.0399,0
99,NODE,60,,1.2351,0
99,NODE,61,,1.1935,0
99,NODE,62,,5.362,0
99,NODE,63,,2.3242,0
99,NODE,64,,1.3539,0
99,NODE,65,,2.3843,0
99,NODE,66,,1.2414,0
99,NODE,67,,1.1765,0
99,NODE,68,,1.2702,0
99,NODE,69,,1.3539,0
99,NODE,70,,1.3128,0
99,NODE,71,,2.3843,0
99,NODE,72,,2.347,0
99,NODE,73,,3.9757,0
99,NODE,74,,8.1578,0
99,NODE,75,,3.6545,0
99,NODE,76,,2.1845,0
99,NODE,77,,75.5301,0
99,NODE,78,,2.2615,0
99,NODE,79,,8.779,0
99,NODE,80,,0.2443,0
99,NODE,81,,1.126,0
99,NODE,82,,3.5686,0
99,NODE,83,,1.1271,0
99,NODE,84,,1.2077,0
99,NODE,85,,7.1851,0
99,NODE,86,,3.408,0
99,NODE,87,,6.296,0
99,NODE,88,,0.9777,0
99,NODE,89,,3.5001,0
99,NODE,90,,0.7962,0
99,NODE,91,,0.1487,0
99,NODE,92,,0.6165,0
99,NODE,93,,2.4964,0
99,NODE,94,,0.5064,0
99,NODE,95,,0.0453,0
99,EDGE,0,1,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,5,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,6,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,8,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,10,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,11,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,5,,
99,EDGE,5,12,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,13,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,14,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,15,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,15,,
99,EDGE,15,16,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,6,,
99,EDGE,6,17,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,19,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,20,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,22,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,23,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,5,,
99,EDGE,5,12,,
99,EDGE,12,24,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,11,,
99,EDGE,11,25,,
99,EDGE,10,5,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,15,,
99,EDGE,15,26,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,10,,
99,EDGE,10,28,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,15,,
99,EDGE,15,26,,
99,EDGE,26,29,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,20,,
99,EDGE,20,30,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,31,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,31,,
99,EDGE,31,32,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,19,,
99,EDGE,19,33,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,31,,
99,EDGE,31,32,,
99,EDGE,32,34,,
99,EDGE,10,5,,
99,EDGE,5,35,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,10,,
99,EDGE,10,28,,
99,EDGE,28,36,,
99,EDGE,0,1,,
99,EDGE,1,37,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,10,,
99,EDGE,10,38,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,23,,
99,EDGE,23,39,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,19,,
99,EDGE,19,33,,
99,EDGE,33,40,,
99,EDGE,0,1,,
99,EDGE,1,37,,
99,EDGE,37,41,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,10,,
99,EDGE,10,28,,
99,EDGE,28,36,,
99,EDGE,36,42,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,31,,
99,EDGE,31,32,,
99,EDGE,32,34,,
99,EDGE,34,43,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,31,,
99,EDGE,31,32,,
99,EDGE,32,34,,
99,EDGE,34,44,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,45,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,46,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,20,,
99,EDGE,20,30,,
99,EDGE,30,47,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,23,,
99,EDGE,23,48,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,31,,
99,EDGE,31,32,,
99,EDGE,32,49,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,46,,
99,EDGE,46,50,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,19,,
99,EDGE,19,33,,
99,EDGE,33,51,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,31,,
99,EDGE,31,32,,
99,EDGE,32,34,,
99,EDGE,34,43,,
99,EDGE,43,52,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,53,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,15,,
99,EDGE,15,16,,
99,EDGE,16,54,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,31,,
99,EDGE,31,32,,
99,EDGE,32,49,,
99,EDGE,49,55,,
99,EDGE,10,5,,
99,EDGE,5,56,,
99,EDGE,10,5,,
99,EDGE,5,35,,
99,EDGE,35,57,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,11,,
99,EDGE,11,25,,
99,EDGE,25,58,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,59,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,13,,
99,EDGE,13,60,,
99,EDGE,0,1,,
99,EDGE,1,37,,
99,EDGE,37,61,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,62,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,11,,
99,EDGE,11,25,,
99,EDGE,25,63,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,31,,
99,EDGE,31,32,,
99,EDGE,32,34,,
99,EDGE,34,43,,
99,EDGE,43,64,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,20,,
99,EDGE,20,30,,
99,EDGE,30,47,,
99,EDGE,47,65,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,31,,
99,EDGE,31,66,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,67,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,45,,
99,EDGE,45,68,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,21,,
99,EDGE,21,27,,
99,EDGE,27,31,,
99,EDGE,31,32,,
99,EDGE,32,34,,
99,EDGE,34,43,,
99,EDGE,43,69,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,5,,
99,EDGE,5,12,,
99,EDGE,12,24,,
99,EDGE,24,70,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,20,,
99,EDGE,20,30,,
99,EDGE,30,47,,
99,EDGE,47,71,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,6,,
99,EDGE,6,17,,
99,EDGE,17,72,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,15,,
99,EDGE,15,26,,
99,EDGE,26,29,,
99,EDGE,29,73,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,10,,
99,EDGE,10,28,,
99,EDGE,28,74,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,22,,
99,EDGE,22,75,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,6,,
99,EDGE,6,76,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,23,,
99,EDGE,23,48,,
99,EDGE,48,77,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,20,,
99,EDGE,20,30,,
99,EDGE,30,78,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,10,,
99,EDGE,10,28,,
99,EDGE,28,36,,
99,EDGE,36,42,,
99,EDGE,42,79,,
99,EDGE,10,5,,
99,EDGE,5,56,,
99,EDGE,56,80,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,81,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,15,,
99,EDGE,15,26,,
99,EDGE,26,82,,
99,EDGE,0,1,,
99,EDGE,1,37,,
99,EDGE,37,83,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,19,,
99,EDGE,19,33,,
99,EDGE,33,40,,
99,EDGE,40,84,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,10,,
99,EDGE,10,38,,
99,EDGE,38,85,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,15,,
99,EDGE,15,26,,
99,EDGE,26,29,,
99,EDGE,29,73,,
99,EDGE,73,86,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,14,,
99,EDGE,14,87,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,19,,
99,EDGE,19,33,,
99,EDGE,33,51,,
99,EDGE,51,88,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,89,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,13,,
99,EDGE,13,60,,
99,EDGE,60,90,,
99,EDGE,10,5,,
99,EDGE,5,91,,
99,EDGE,0,1,,
99,EDGE,1,4,,
99,EDGE,4,18,,
99,EDGE,18,19,,
99,EDGE,19,33,,
99,EDGE,33,40,,
99,EDGE,40,84,,
99,EDGE,84,92,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,3,,
99,EDGE,3,7,,
99,EDGE,7,9,,
99,EDGE,9,93,,
99,EDGE,0,1,,
99,EDGE,1,2,,
99,EDGE,2,20,,
99,EDGE,20,94,,
99,EDGE,10,5,,
99,EDGE,5,56,,
99,EDGE,56,80,,
99,EDGE,80,95,,
100,NODE,0,,149.1892,0
100,NODE,1,,149.1892,0
100,NODE,2,,144.3419,0
100,NODE,3,,139.5321,0
100,NODE,4,,5.0928,0
100,NODE,5,,2.788,0
100,NODE,6,,4.3621,0
100,NODE,7,,134.5322,0
100,NODE,8,,1.8916,0
100,NODE,9,,131.7564,0
100,NODE,10,,17.0797,0
100,NODE,11,,4.2684,0
100,NODE,12,,2.2383,0
100,NODE,13,,2.1062,0
100,NODE,14,,13.2746,0
100,NODE,15,,7.9616,0
100,NODE,16,,6.354,0
100,NODE,17,,3.9859,0
100,NODE,18,,3.9964,0
100,NODE,19,,2.4076,0
100,NODE,20,,4.6536,0
100,NODE,21,,3.2573,0
100,NODE,22,,6.1693,0
100,NODE,23,,122.2682,0
100,NODE,24,,2.2383,0
100,NODE,25,,4.2684,0
100,NODE,26,,7.1403,0
100,NODE,27,,3.1087,0
100,NODE,28,,15.504,0
100,NODE,29,,6.7612,0
100,NODE,30,,4.6239,0
100,NODE,31,,2.8816,0
100,NODE,32,,2.7698,0
100,NODE,33,,2.4076,0
100,NODE,34,,2.5842,0
100,NODE,35,,0.44,0
100,NODE,36,,14.815,0
100,NODE,37,,2.5599,0
100,NODE,38,,13.6569,0
100,NODE,39,,20.6928,0
100,NODE,40,,2.2199,0
100,NODE,41,,2.0243,0
100,NODE,42,,14.815,0
100,NODE,43,,2.4914,0
100,NODE,44,,2.245,0
100,NODE,45,,2.1647,0
100,NODE,46,,9.5982,0
100,NODE,47,,4.3232,0
100,NODE,48,,615.1999,0
100,NODE,49,,2.2662,0
100,NODE,50,,9.5982,0
100,NODE,51,,2.1741,0
100,NODE,52,,2.3173,0
100,NODE,53,,5.7051,0
100,NODE,54,,6.354,0
100,NODE,55,,2.2662,0
100,NODE,56,,0.4373,0
100,NODE,57,,0.44,0
100,NODE,58,,3.9456,0
100,NODE,59,,3.4344,0
100,NODE,60,,2.1062,0
100,NODE,61,,2.0243,0
100,NODE,62,,8.9884,0
100,NODE,63,,3.9456,0
100,NODE,64,,2.3173,0
100,NODE,65,,4.0527,0
100,NODE,66,,2.1136,0
100,NODE,67,,1.9955,0
100,NODE,68,,2.1647,0
100,NODE,69,,2.3173,0
100,NODE,70,,2.2383,0
100,NODE,71,,4.0527,0
100,NODE,72,,3.9859,0
100,NODE,73,,6.7612,0
100,NODE,74,,13.7052,0
100,NODE,75,,6.1693,0
100,NODE,76,,3.6945,0
100,NODE,77,,120.1462,0
100,NODE,78,,3.8316,0
100,NODE,79,,14.815,0
100,NODE,80,,0.4373,0
100,NODE,81,,1.91,0
100,NODE,82,,6.0577,0
100,NODE,83,,1.9253,0
100,NODE,84,,2.0861,0
100,NODE,85,,12.2748,0
100,NODE,86,,5.9228,0
100,NODE,87,,10.9094,0
100,NODE,88,,1.7374,0
100,NODE,89,,6.2141,0
100,NODE,90,,1.4615,0
100,NODE,91,,0.2872,0
100,NODE,92,,1.2131,0
100,NODE,93,,5.1295,0
100,NODE,94,,1.1811,0
100,NODE,95,,0.146,0
100,NODE,96,,2.3782,0
100,EDGE,0,1,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,3,,
100,EDGE,0,1,,
100,EDGE,1,4,,
100,EDGE,0,1,,
100,EDGE,1,4,,
100,EDGE,4,5,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,6,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,3,,
100,EDGE,3,7,,
100,EDGE,0,1,,
100,EDGE,1,4,,
100,EDGE,4,8,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,3,,
100,EDGE,3,7,,
100,EDGE,7,9,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,3,,
100,EDGE,3,7,,
100,EDGE,7,9,,
100,EDGE,9,10,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,11,,
100,EDGE,0,1,,
100,EDGE,1,4,,
100,EDGE,4,5,,
100,EDGE,5,12,,
100,EDGE,0,1,,
100,EDGE,1,4,,
100,EDGE,4,13,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,3,,
100,EDGE,3,7,,
100,EDGE,7,9,,
100,EDGE,9,14,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,3,,
100,EDGE,3,15,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,3,,
100,EDGE,3,15,,
100,EDGE,15,16,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,6,,
100,EDGE,6,17,,
100,EDGE,0,1,,
100,EDGE,1,4,,
100,EDGE,4,18,,
100,EDGE,0,1,,
100,EDGE,1,4,,
100,EDGE,4,18,,
100,EDGE,18,19,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,20,,
100,EDGE,0,1,,
100,EDGE,1,4,,
100,EDGE,4,18,,
100,EDGE,18,21,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,3,,
100,EDGE,3,22,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,3,,
100,EDGE,3,7,,
100,EDGE,7,9,,
100,EDGE,9,23,,
100,EDGE,0,1,,
100,EDGE,1,4,,
100,EDGE,4,5,,
100,EDGE,5,12,,
100,EDGE,12,24,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,11,,
100,EDGE,11,25,,
100,EDGE,10,5,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,3,,
100,EDGE,3,15,,
100,EDGE,15,26,,
100,EDGE,0,1,,
100,EDGE,1,4,,
100,EDGE,4,18,,
100,EDGE,18,21,,
100,EDGE,21,27,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,3,,
100,EDGE,3,7,,
100,EDGE,7,9,,
100,EDGE,9,10,,
100,EDGE,10,28,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,3,,
100,EDGE,3,15,,
100,EDGE,15,26,,
100,EDGE,26,29,,
100,EDGE,0,1,,
100,EDGE,1,2,,
100,EDGE,2,20,,
100,EDGE,20,30,,
100,EDGE,0,1,,
100,EDGE,1,4,,
100,EDGE,4,18,,
100,EDGE,18,21,,
100,EDGE,21,27,,
100,EDGE,27,31,,
100,EDGE,0,1,,
