t,type,op,id,kind,source,target,layer,weight,label
1560,EDGE,add,"ny:0,0:23,15",,"px:0,0:23,15","px:0,0:23,16",next-y,1,
1561,NODE,add,"px:0,0:24,16",pixel,,,,0.05359477124183006,"12,12,17"
1562,EDGE,add,"nx:0,0:23,16",,"px:0,0:23,16","px:0,0:24,16",next-x,1,
1563,EDGE,add,"ny:0,0:24,15",,"px:0,0:24,15","px:0,0:24,16",next-y,1,
1564,NODE,add,"px:0,0:25,16",pixel,,,,0.05359477124183006,"12,12,17"
1565,EDGE,add,"nx:0,0:24,16",,"px:0,0:24,16","px:0,0:25,16",next-x,1,
1566,EDGE,add,"ny:0,0:25,15",,"px:0,0:25,15","px:0,0:25,16",next-y,1,
1567,NODE,add,"px:0,0:26,16",pixel,,,,0.05359477124183006,"12,12,17"
1568,EDGE,add,"nx:0,0:25,16",,"px:0,0:25,16","px:0,0:26,16",next-x,1,
1569,EDGE,add,"ny:0,0:26,15",,"px:0,0:26,15","px:0,0:26,16",next-y,1,
1570,NODE,add,"px:0,0:27,16",pixel,,,,0.05359477124183006,"12,12,17"
1571,EDGE,add,"nx:0,0:26,16",,"px:0,0:26,16","px:0,0:27,16",next-x,1,
1572,EDGE,add,"ny:0,0:27,15",,"px:0,0:27,15","px:0,0:27,16",next-y,1,
1573,NODE,add,"px:0,0:28,16",pixel,,,,0.05359477124183006,"12,12,17"
1574,EDGE,add,"nx:0,0:27,16",,"px:0,0:27,16","px:0,0:28,16",next-x,1,
1575,EDGE,add,"ny:0,0:28,15",,"px:0,0:28,15","px:0,0:28,16",next-y,1,
1576,NODE,add,"px:0,0:29,16",pixel,,,,0.05359477124183006,"12,12,17"
1577,EDGE,add,"nx:0,0:28,16",,"px:0,0:28,16","px:0,0:29,16",next-x,1,
1578,EDGE,add,"ny:0,0:29,15",,"px:0,0:29,15","px:0,0:29,16",next-y,1,
1579,NODE,add,"px:0,0:30,16",pixel,,,,0.05359477124183006,"12,12,17"
1580,EDGE,add,"nx:0,0:29,16",,"px:0,0:29,16","px:0,0:30,16",next-x,1,
1581,EDGE,add,"ny:0,0:30,15",,"px:0,0:30,15","px:0,0:30,16",next-y,1,
1582,NODE,add,"px:0,0:31,16",pixel,,,,0.05359477124183006,"12,12,17"
1583,EDGE,add,"nx:0,0:30,16",,"px:0,0:30,16","px:0,0:31,16",next-x,1,
1584,EDGE,add,"ny:0,0:31,15",,"px:0,0:31,15","px:0,0:31,16",next-y,1,
1585,NODE,add,"px:0,0:0,17",pixel,,,,0.05359477124183006,"12,12,17"
1586,EDGE,add,"ny:0,0:0,16",,"px:0,0:0,16","px:0,0:0,17",next-y,1,
1587,NODE,add,"px:0,0:1,17",pixel,,,,0.05359477124183006,"12,12,17"
1588,EDGE,add,"nx:0,0:0,17",,"px:0,0:0,17","px:0,0:1,17",next-x,1,
1589,EDGE,add,"ny:0,0:1,16",,"px:0,0:1,16","px:0,0:1,17",next-y,1,
1590,NODE,add,"px:0,0:2,17",pixel,,,,0.05359477124183006,"12,12,17"
1591,EDGE,add,"nx:0,0:1,17",,"px:0,0:1,17","px:0,0:2,17",next-x,1,
1592,EDGE,add,"ny:0,0:2,16",,"px:0,0:2,16","px:0,0:2,17",next-y,1,
1593,NODE,add,"px:0,0:3,17",pixel,,,,0.05359477124183006,"12,12,17"
1594,EDGE,add,"nx:0,0:2,17",,"px:0,0:2,17","px:0,0:3,17",next-x,1,
1595,EDGE,add,"ny:0,0:3,16",,"px:0,0:3,16","px:0,0:3,17",next-y,1,
1596,NODE,add,"px:0,0:4,17",pixel,,,,0.05359477124183006,"12,12,17"
1597,EDGE,add,"nx:0,0:3,17",,"px:0,0:3,17","px:0,0:4,17",next-x,1,
1598,EDGE,add,"ny:0,0:4,16",,"px:0,0:4,16","px:0,0:4,17",next-y,1,
1599,NODE,add,"px:0,0:5,17",pixel,,,,0.05359477124183006,"12,12,17"
1600,EDGE,add,"nx:0,0:4,17",,"px:0,0:4,17","px:0,0:5,17",next-x,1,
1601,EDGE,add,"ny:0,0:5,16",,"px:0,0:5,16","px:0,0:5,17",next-y,1,
1602,NODE,add,"px:0,0:6,17",pixel,,,,0.05359477124183006,"12,12,17"
1603,EDGE,add,"nx:0,0:5,17",,"px:0,0:5,17","px:0,0:6,17",next-x,1,
1604,EDGE,add,"ny:0,0:6,16",,"px:0,0:6,16","px:0,0:6,17",next-y,1,
1605,NODE,add,"px:0,0:7,17",pixel,,,,0.05359477124183006,"12,12,17"
1606,EDGE,add,"nx:0,0:6,17",,"px:0,0:6,17","px:0,0:7,17",next-x,1,
1607,EDGE,add,"ny:0,0:7,16",,"px:0,0:7,16","px:0,0:7,17",next-y,1,
1608,NODE,add,"px:0,0:8,17",pixel,,,,0.05359477124183006,"12,12,17"
1609,EDGE,add,"nx:0,0:7,17",,"px:0,0:7,17","px:0,0:8,17",next-x,1,
1610,EDGE,add,"ny:0,0:8,16",,"px:0,0:8,16","px:0,0:8,17",next-y,1,
1611,NODE,add,"px:0,0:9,17",pixel,,,,0.06928104575163399,"13,19,21"
1612,EDGE,add,"nx:0,0:8,17",,"px:0,0:8,17","px:0,0:9,17",next-x,1,
1613,EDGE,add,"ny:0,0:9,16",,"px:0,0:9,16","px:0,0:9,17",next-y,1,
1614,NODE,add,"px:0,0:10,17",pixel,,,,0.06928104575163399,"13,19,21"
1615,EDGE,add,"nx:0,0:9,17",,"px:0,0:9,17","px:0,0:10,17",next-x,1,
1616,EDGE,add,"ny:0,0:10,16",,"px:0,0:10,16","px:0,0:10,17",next-y,1,
1617,NODE,add,"px:0,0:11,17",pixel,,,,0.06928104575163399,"13,19,21"
1618,EDGE,add,"nx:0,0:10,17",,"px:0,0:10,17","px:0,0:11,17",next-x,1,
1619,EDGE,add,"ny:0,0:11,16",,"px:0,0:11,16","px:0,0:11,17",next-y,1,
1620,NODE,add,"px:0,0:12,17",pixel,,,,0.06928104575163399,"13,19,21"
1621,EDGE,add,"nx:0,0:11,17",,"px:0,0:11,17","px:0,0:12,17",next-x,1,
1622,EDGE,add,"ny:0,0:12,16",,"px:0,0:12,16","px:0,0:12,17",next-y,1,
1623,NODE,add,"px:0,0:13,17",pixel,,,,0.06928104575163399,"13,19,21"
1624,EDGE,add,"nx:0,0:12,17",,"px:0,0:12,17","px:0,0:13,17",next-x,1,
1625,EDGE,add,"ny:0,0:13,16",,"px:0,0:13,16","px:0,0:13,17",next-y,1,
1626,NODE,add,"px:0,0:14,17",pixel,,,,0.06928104575163399,"13,19,21"
1627,EDGE,add,"nx:0,0:13,17",,"px:0,0:13,17","px:0,0:14,17",next-x,1,
1628,EDGE,add,"ny:0,0:14,16",,"px:0,0:14,16","px:0,0:14,17",next-y,1,
1629,NODE,add,"px:0,0:15,17",pixel,,,,0.06928104575163399,"13,19,21"
1630,EDGE,add,"nx:0,0:14,17",,"px:0,0:14,17","px:0,0:15,17",next-x,1,
1631,EDGE,add,"ny:0,0:15,16",,"px:0,0:15,16","px:0,0:15,17",next-y,1,
1632,NODE,add,"px:0,0:16,17",pixel,,,,0.4143790849673203,"19,175,123"
1633,EDGE,add,"nx:0,0:15,17",,"px:0,0:15,17","px:0,0:16,17",next-x,1,
1634,EDGE,add,"ny:0,0:16,16",,"px:0,0:16,16","px:0,0:16,17",next-y,1,
1635,NODE,add,"px:0,0:17,17",pixel,,,,0.4143790849673203,"19,175,123"
1636,EDGE,add,"nx:0,0:16,17",,"px:0,0:16,17","px:0,0:17,17",next-x,1,
1637,EDGE,add,"ny:0,0:17,16",,"px:0,0:17,16","px:0,0:17,17",next-y,1,
1638,NODE,add,"px:0,0:18,17",pixel,,,,0.4143790849673203,"19,175,123"
1639,EDGE,add,"nx:0,0:17,17",,"px:0,0:17,17","px:0,0:18,17",next-x,1,
1640,EDGE,add,"ny:0,0:18,16",,"px:0,0:18,16","px:0,0:18,17",next-y,1,
1641,NODE,add,"px:0,0:19,17",pixel,,,,0.4143790849673203,"19,175,123"
1642,EDGE,add,"nx:0,0:18,17",,"px:0,0:18,17","px:0,0:19,17",next-x,1,
1643,EDGE,add,"ny:0,0:19,16",,"px:0,0:19,16","px:0,0:19,17",next-y,1,
1644,NODE,add,"px:0,0:20,17",pixel,,,,0.4143790849673203,"19,175,123"
1645,EDGE,add,"nx:0,0:19,17",,"px:0,0:19,17","px:0,0:20,17",next-x,1,
1646,EDGE,add,"ny:0,0:20,16",,"px:0,0:20,16","px:0,0:20,17",next-y,1,
1647,NODE,add,"px:0,0:21,17",pixel,,,,0.4143790849673203,"19,175,123"
1648,EDGE,add,"nx:0,0:20,17",,"px:0,0:20,17","px:0,0:21,17",next-x,1,
1649,EDGE,add,"ny:0,0:21,16",,"px:0,0:21,16","px:0,0:21,17",next-y,1,
1650,NODE,add,"px:0,0:22,17",pixel,,,,0.05359477124183006,"12,12,17"
1651,EDGE,add,"nx:0,0:21,17",,"px:0,0:21,17","px:0,0:22,17",next-x,1,
1652,EDGE,add,"ny:0,0:22,16",,"px:0,0:22,16","px:0,0:22,17",next-y,1,
1653,NODE,add,"px:0,0:23,17",pixel,,,,0.05359477124183006,"12,12,17"
1654,EDGE,add,"nx:0,0:22,17",,"px:0,0:22,17","px:0,0:23,17",next-x,1,
1655,EDGE,add,"ny:0,0:23,16",,"px:0,0:23,16","px:0,0:23,17",next-y,1,
1656,NODE,add,"px:0,0:24,17",pixel,,,,0.05359477124183006,"12,12,17"
1657,EDGE,add,"nx:0,0:23,17",,"px:0,0:23,17","px:0,0:24,17",next-x,1,
1658,EDGE,add,"ny:0,0:24,16",,"px:0,0:24,16","px:0,0:24,17",next-y,1,
1659,NODE,add,"px:0,0:25,17",pixel,,,,0.05359477124183006,"12,12,17"
1660,EDGE,add,"nx:0,0:24,17",,"px:0,0:24,17","px:0,0:25,17",next-x,1,
1661,EDGE,add,"ny:0,0:25,16",,"px:0,0:25,16","px:0,0:25,17",next-y,1,
1662,NODE,add,"px:0,0:26,17",pixel,,,,0.05359477124183006,"12,12,17"
1663,EDGE,add,"nx:0,0:25,17",,"px:0,0:25,17","px:0,0:26,17",next-x,1,
1664,EDGE,add,"ny:0,0:26,16",,"px:0,0:26,16","px:0,0:26,17",next-y,1,
1665,NODE,add,"px:0,0:27,17",pixel,,,,0.05359477124183006,"12,12,17"
1666,EDGE,add,"nx:0,0:26,17",,"px:0,0:26,17","px:0,0:27,17",next-x,1,
1667,EDGE,add,"ny:0,0:27,16",,"px:0,0:27,16","px:0,0:27,17",next-y,1,
1668,NODE,add,"px:0,0:28,17",pixel,,,,0.05359477124183006,"12,12,17"
1669,EDGE,add,"nx:0,0:27,17",,"px:0,0:27,17","px:0,0:28,17",next-x,1,
1670,EDGE,add,"ny:0,0:28,16",,"px:0,0:28,16","px:0,0:28,17",next-y,1,
1671,NODE,add,"px:0,0:29,17",pixel,,,,0.05359477124183006,"12,12,17"
1672,EDGE,add,"nx:0,0:28,17",,"px:0,0:28,17","px:0,0:29,17",next-x,1,
1673,EDGE,add,"ny:0,0:29,16",,"px:0,0:29,16","px:0,0:29,17",next-y,1,
1674,NODE,add,"px:0,0:30,17",pixel,,,,0.05359477124183006,"12,12,17"
1675,EDGE,add,"nx:0,0:29,17",,"px:0,0:29,17","px:0,0:30,17",next-x,1,
1676,EDGE,add,"ny:0,0:30,16",,"px:0,0:30,16","px:0,0:30,17",next-y,1,
1677,NODE,add,"px:0,0:31,17",pixel,,,,0.05359477124183006,"12,12,17"
1678,EDGE,add,"nx:0,0:30,17",,"px:0,0:30,17","px:0,0:31,17",next-x,1,
1679,EDGE,add,"ny:0,0:31,16",,"px:0,0:31,16","px:0,0:31,17",next-y,1,
1680,NODE,add,"px:0,0:0,18",pixel,,,,0.05359477124183006,"12,12,17"
1681,EDGE,add,"ny:0,0:0,17",,"px:0,0:0,17","px:0,0:0,18",next-y,1,
1682,NODE,add,"px:0,0:1,18",pixel,,,,0.05359477124183006,"12,12,17"
1683,EDGE,add,"nx:0,0:0,18",,"px:0,0:0,18","px:0,0:1,18",next-x,1,
1684,EDGE,add,"ny:0,0:1,17",,"px:0,0:1,17","px:0,0:1,18",next-y,1,
1685,NODE,add,"px:0,0:2,18",pixel,,,,0.05359477124183006,"12,12,17"
1686,EDGE,add,"nx:0,0:1,18",,"px:0,0:1,18","px:0,0:2,18",next-x,1,
1687,EDGE,add,"ny:0,0:2,17",,"px:0,0:2,17","px:0,0:2,18",next-y,1,
1688,NODE,add,"px:0,0:3,18",pixel,,,,0.05359477124183006,"12,12,17"
1689,EDGE,add,"nx:0,0:2,18",,"px:0,0:2,18","px:0,0:3,18",next-x,1,
1690,EDGE,add,"ny:0,0:3,17",,"px:0,0:3,17","px:0,0:3,18",next-y,1,
1691,NODE,add,"px:0,0:4,18",pixel,,,,0.05359477124183006,"12,12,17"
1692,EDGE,add,"nx:0,0:3,18",,"px:0,0:3,18","px:0,0:4,18",next-x,1,
1693,EDGE,add,"ny:0,0:4,17",,"px:0,0:4,17","px:0,0:4,18",next-y,1,
1694,NODE,add,"px:0,0:5,18",pixel,,,,0.05359477124183006,"12,12,17"
1695,EDGE,add,"nx:0,0:4,18",,"px:0,0:4,18","px:0,0:5,18",next-x,1,
1696,EDGE,add,"ny:0,0:5,17",,"px:0,0:5,17","px:0,0:5,18",next-y,1,
1697,NODE,add,"px:0,0:6,18",pixel,,,,0.05359477124183006,"12,12,17"
1698,EDGE,add,"nx:0,0:5,18",,"px:0,0:5,18","px:0,0:6,18",next-x,1,
1699,EDGE,add,"ny:0,0:6,17",,"px:0,0:6,17","px:0,0:6,18",next-y,1,
1700,NODE,add,"px:0,0:7,18",pixel,,,,0.05359477124183006,"12,12,17"
1701,EDGE,add,"nx:0,0:6,18",,"px:0,0:6,18","px:0,0:7,18",next-x,1,
1702,EDGE,add,"ny:0,0:7,17",,"px:0,0:7,17","px:0,0:7,18",next-y,1,
1703,NODE,add,"px:0,0:8,18",pixel,,,,0.05359477124183006,"12,12,17"
1704,EDGE,add,"nx:0,0:7,18",,"px:0,0:7,18","px:0,0:8,18",next-x,1,
1705,EDGE,add,"ny:0,0:8,17",,"px:0,0:8,17","px:0,0:8,18",next-y,1,
1706,NODE,add,"px:0,0:9,18",pixel,,,,0.06928104575163399,"13,19,21"
1707,EDGE,add,"nx:0,0:8,18",,"px:0,0:8,18","px:0,0:9,18",next-x,1,
1708,EDGE,add,"ny:0,0:9,17",,"px:0,0:9,17","px:0,0:9,18",next-y,1,
1709,NODE,add,"px:0,0:10,18",pixel,,,,0.06928104575163399,"13,19,21"
1710,EDGE,add,"nx:0,0:9,18",,"px:0,0:9,18","px:0,0:10,18",next-x,1,
1711,EDGE,add,"ny:0,0:10,17",,"px:0,0:10,17","px:0,0:10,18",next-y,1,
1712,NODE,add,"px:0,0:11,18",pixel,,,,0.06928104575163399,"13,19,21"
1713,EDGE,add,"nx:0,0:10,18",,"px:0,0:10,18","px:0,0:11,18",next-x,1,
1714,EDGE,add,"ny:0,0:11,17",,"px:0,0:11,17","px:0,0:11,18",next-y,1,
1715,NODE,add,"px:0,0:12,18",pixel,,,,0.06928104575163399,"13,19,21"
1716,EDGE,add,"nx:0,0:11,18",,"px:0,0:11,18","px:0,0:12,18",next-x,1,
1717,EDGE,add,"ny:0,0:12,17",,"px:0,0:12,17","px:0,0:12,18",next-y,1,
1718,NODE,add,"px:0,0:13,18",pixel,,,,0.06928104575163399,"13,19,21"
1719,EDGE,add,"nx:0,0:12,18",,"px:0,0:12,18","px:0,0:13,18",next-x,1,
1720,EDGE,add,"ny:0,0:13,17",,"px:0,0:13,17","px:0,0:13,18",next-y,1,
1721,NODE,add,"px:0,0:14,18",pixel,,,,0.06928104575163399,"13,19,21"
1722,EDGE,add,"nx:0,0:13,18",,"px:0,0:13,18","px:0,0:14,18",next-x,1,
1723,EDGE,add,"ny:0,0:14,17",,"px:0,0:14,17","px:0,0:14,18",next-y,1,
1724,NODE,add,"px:0,0:15,18",pixel,,,,0.5686274509803921,"23,243,169"
1725,EDGE,add,"nx:0,0:14,18",,"px:0,0:14,18","px:0,0:15,18",next-x,1,
1726,EDGE,add,"ny:0,0:15,17",,"px:0,0:15,17","px:0,0:15,18",next-y,1,
1727,NODE,add,"px:0,0:16,18",pixel,,,,0.4143790849673203,"19,175,123"
1728,EDGE,add,"nx:0,0:15,18",,"px:0,0:15,18","px:0,0:16,18",next-x,1,
1729,EDGE,add,"ny:0,0:16,17",,"px:0,0:16,17","px:0,0:16,18",next-y,1,
1730,NODE,add,"px:0,0:17,18",pixel,,,,0.4143790849673203,"19,175,123"
1731,EDGE,add,"nx:0,0:16,18",,"px:0,0:16,18","px:0,0:17,18",next-x,1,
1732,EDGE,add,"ny:0,0:17,17",,"px:0,0:17,17","px:0,0:17,18",next-y,1,
1733,NODE,add,"px:0,0:18,18",pixel,,,,0.4143790849673203,"19,175,123"
1734,EDGE,add,"nx:0,0:17,18",,"px:0,0:17,18","px:0,0:18,18",next-x,1,
1735,EDGE,add,"ny:0,0:18,17",,"px:0,0:18,17","px:0,0:18,18",next-y,1,
1736,NODE,add,"px:0,0:19,18",pixel,,,,0.4143790849673203,"19,175,123"
1737,EDGE,add,"nx:0,0:18,18",,"px:0,0:18,18","px:0,0:19,18",next-x,1,
1738,EDGE,add,"ny:0,0:19,17",,"px:0,0:19,17","px:0,0:19,18",next-y,1,
1739,NODE,add,"px:0,0:20,18",pixel,,,,0.4143790849673203,"19,175,123"
1740,EDGE,add,"nx:0,0:19,18",,"px:0,0:19,18","px:0,0:20,18",next-x,1,
1741,EDGE,add,"ny:0,0:20,17",,"px:0,0:20,17","px:0,0:20,18",next-y,1,
1742,NODE,add,"px:0,0:21,18",pixel,,,,0.4143790849673203,"19,175,123"
1743,EDGE,add,"nx:0,0:20,18",,"px:0,0:20,18","px:0,0:21,18",next-x,1,
1744,EDGE,add,"ny:0,0:21,17",,"px:0,0:21,17","px:0,0:21,18",next-y,1,
1745,NODE,add,"px:0,0:22,18",pixel,,,,0.11503267973856209,"14,39,35"
1746,EDGE,add,"nx:0,0:21,18",,"px:0,0:21,18","px:0,0:22,18",next-x,1,
1747,EDGE,add,"ny:0,0:22,17",,"px:0,0:22,17","px:0,0:22,18",next-y,1,
1748,NODE,add,"px:0,0:23,18",pixel,,,,0.05359477124183006,"12,12,17"
1749,EDGE,add,"nx:0,0:22,18",,"px:0,0:22,18","px:0,0:23,18",next-x,1,
1750,EDGE,add,"ny:0,0:23,17",,"px:0,0:23,17","px:0,0:23,18",next-y,1,
1751,NODE,add,"px:0,0:24,18",pixel,,,,0.05359477124183006,"12,12,17"
1752,EDGE,add,"nx:0,0:23,18",,"px:0,0:23,18","px:0,0:24,18",next-x,1,
1753,EDGE,add,"ny:0,0:24,17",,"px:0,0:24,17","px:0,0:24,18",next-y,1,
1754,NODE,add,"px:0,0:25,18",pixel,,,,0.05359477124183006,"12,12,17"
1755,EDGE,add,"nx:0,0:24,18",,"px:0,0:24,18","px:0,0:25,18",next-x,1,
1756,EDGE,add,"ny:0,0:25,17",,"px:0,0:25,17","px:0,0:25,18",next-y,1,
1757,NODE,add,"px:0,0:26,18",pixel,,,,0.05359477124183006,"12,12,17"
1758,EDGE,add,"nx:0,0:25,18",,"px:0,0:25,18","px:0,0:26,18",next-x,1,
1759,EDGE,add,"ny:0,0:26,17",,"px:0,0:26,17","px:0,0:26,18",next-y,1,
1760,NODE,add,"px:0,0:27,18",pixel,,,,0.05359477124183006,"12,12,17"
1761,EDGE,add,"nx:0,0:26,18",,"px:0,0:26,18","px:0,0:27,18",next-x,1,
1762,EDGE,add,"ny:0,0:27,17",,"px:0,0:27,17","px:0,0:27,18",next-y,1,
1763,NODE,add,"px:0,0:28,18",pixel,,,,0.05359477124183006,"12,12,17"
1764,EDGE,add,"nx:0,0:27,18",,"px:0,0:27,18","px:0,0:28,18",next-x,1,
1765,EDGE,add,"ny:0,0:28,17",,"px:0,0:28,17","px:0,0:28,18",next-y,1,
1766,NODE,add,"px:0,0:29,18",pixel,,,,0.05359477124183006,"12,12,17"
1767,EDGE,add,"nx:0,0:28,18",,"px:0,0:28,18","px:0,0:29,18",next-x,1,
1768,EDGE,add,"ny:0,0:29,17",,"px:0,0:29,17","px:0,0:29,18",next-y,1,
1769,NODE,add,"px:0,0:30,18",pixel,,,,0.05359477124183006,"12,12,17"
1770,EDGE,add,"nx:0,0:29,18",,"px:0,0:29,18","px:0,0:30,18",next-x,1,
1771,EDGE,add,"ny:0,0:30,17",,"px:0,0:30,17","px:0,0:30,18",next-y,1,
1772,NODE,add,"px:0,0:31,18",pixel,,,,0.05359477124183006,"12,12,17"
1773,EDGE,add,"nx:0,0:30,18",,"px:0,0:30,18","px:0,0:31,18",next-x,1,
1774,EDGE,add,"ny:0,0:31,17",,"px:0,0:31,17","px:0,0:31,18",next-y,1,
1775,NODE,add,"px:0,0:0,19",pixel,,,,0.05359477124183006,"12,12,17"
1776,EDGE,add,"ny:0,0:0,18",,"px:0,0:0,18","px:0,0:0,19",next-y,1,
1777,NODE,add,"px:0,0:1,19",pixel,,,,0.05359477124183006,"12,12,17"
1778,EDGE,add,"nx:0,0:0,19",,"px:0,0:0,19","px:0,0:1,19",next-x,1,
1779,EDGE,add,"ny:0,0:1,18",,"px:0,0:1,18","px:0,0:1,19",next-y,1,
1780,NODE,add,"px:0,0:2,19",pixel,,,,0.05359477124183006,"12,12,17"
1781,EDGE,add,"nx:0,0:1,19",,"px:0,0:1,19","px:0,0:2,19",next-x,1,
1782,EDGE,add,"ny:0,0:2,18",,"px:0,0:2,18","px:0,0:2,19",next-y,1,
1783,NODE,add,"px:0,0:3,19",pixel,,,,0.05359477124183006,"12,12,17"
1784,EDGE,add,"nx:0,0:2,19",,"px:0,0:2,19","px:0,0:3,19",next-x,1,
1785,EDGE,add,"ny:0,0:3,18",,"px:0,0:3,18","px:0,0:3,19",next-y,1,
1786,NODE,add,"px:0,0:4,19",pixel,,,,0.05359477124183006,"12,12,17"
1787,EDGE,add,"nx:0,0:3,19",,"px:0,0:3,19","px:0,0:4,19",next-x,1,
1788,EDGE,add,"ny:0,0:4,18",,"px:0,0:4,18","px:0,0:4,19",next-y,1,
1789,NODE,add,"px:0,0:5,19",pixel,,,,0.05359477124183006,"12,12,17"
1790,EDGE,add,"nx:0,0:4,19",,"px:0,0:4,19","px:0,0:5,19",next-x,1,
1791,EDGE,add,"ny:0,0:5,18",,"px:0,0:5,18","px:0,0:5,19",next-y,1,
1792,NODE,add,"px:0,0:6,19",pixel,,,,0.05359477124183006,"12,12,17"
1793,EDGE,add,"nx:0,0:5,19",,"px:0,0:5,19","px:0,0:6,19",next-x,1,
1794,EDGE,add,"ny:0,0:6,18",,"px:0,0:6,18","px:0,0:6,19",next-y,1,
1795,NODE,add,"px:0,0:7,19",pixel,,,,0.05359477124183006,"12,12,17"
1796,EDGE,add,"nx:0,0:6,19",,"px:0,0:6,19","px:0,0:7,19",next-x,1,
1797,EDGE,add,"ny:0,0:7,18",,"px:0,0:7,18","px:0,0:7,19",next-y,1,
1798,NODE,add,"px:0,0:8,19",pixel,,,,0.05359477124183006,"12,12,17"
1799,EDGE,add,"nx:0,0:7,19",,"px:0,0:7,19","px:0,0:8,19",next-x,1,
1800,EDGE,add,"ny:0,0:8,18",,"px:0,0:8,18","px:0,0:8,19",next-y,1,
1801,NODE,add,"px:0,0:9,19",pixel,,,,0.06928104575163399,"13,19,21"
1802,EDGE,add,"nx:0,0:8,19",,"px:0,0:8,19","px:0,0:9,19",next-x,1,
1803,EDGE,add,"ny:0,0:9,18",,"px:0,0:9,18","px:0,0:9,19",next-y,1,
1804,NODE,add,"px:0,0:10,19",pixel,,,,0.06928104575163399,"13,19,21"
1805,EDGE,add,"nx:0,0:9,19",,"px:0,0:9,19","px:0,0:10,19",next-x,1,
1806,EDGE,add,"ny:0,0:10,18",,"px:0,0:10,18","px:0,0:10,19",next-y,1,
1807,NODE,add,"px:0,0:11,19",pixel,,,,0.5686274509803921,"23,243,169"
1808,EDGE,add,"nx:0,0:10,19",,"px:0,0:10,19","px:0,0:11,19",next-x,1,
1809,EDGE,add,"ny:0,0:11,18",,"px:0,0:11,18","px:0,0:11,19",next-y,1,
1810,NODE,add,"px:0,0:12,19",pixel,,,,0.12026143790849673,"13,42,37"
1811,EDGE,add,"nx:0,0:11,19",,"px:0,0:11,19","px:0,0:12,19",next-x,1,
1812,EDGE,add,"ny:0,0:12,18",,"px:0,0:12,18","px:0,0:12,19",next-y,1,
1813,NODE,add,"px:0,0:13,19",pixel,,,,0.06928104575163399,"13,19,21"
1814,EDGE,add,"nx:0,0:12,19",,"px:0,0:12,19","px:0,0:13,19",next-x,1,
1815,EDGE,add,"ny:0,0:13,18",,"px:0,0:13,18","px:0,0:13,19",next-y,1,
1816,NODE,add,"px:0,0:14,19",pixel,,,,0.06928104575163399,"13,19,21"
1817,EDGE,add,"nx:0,0:13,19",,"px:0,0:13,19","px:0,0:14,19",next-x,1,
1818,EDGE,add,"ny:0,0:14,18",,"px:0,0:14,18","px:0,0:14,19",next-y,1,
1819,NODE,add,"px:0,0:15,19",pixel,,,,0.5686274509803921,"23,243,169"
1820,EDGE,add,"nx:0,0:14,19",,"px:0,0:14,19","px:0,0:15,19",next-x,1,
1821,EDGE,add,"ny:0,0:15,18",,"px:0,0:15,18","px:0,0:15,19",next-y,1,
1822,NODE,add,"px:0,0:16,19",pixel,,,,0.4143790849673203,"19,175,123"
1823,EDGE,add,"nx:0,0:15,19",,"px:0,0:15,19","px:0,0:16,19",next-x,1,
1824,EDGE,add,"ny:0,0:16,18",,"px:0,0:16,18","px:0,0:16,19",next-y,1,
1825,NODE,add,"px:0,0:17,19",pixel,,,,0.4143790849673203,"19,175,123"
1826,EDGE,add,"nx:0,0:16,19",,"px:0,0:16,19","px:0,0:17,19",next-x,1,
1827,EDGE,add,"ny:0,0:17,18",,"px:0,0:17,18","px:0,0:17,19",next-y,1,
1828,NODE,add,"px:0,0:18,19",pixel,,,,0.4143790849673203,"19,175,123"
1829,EDGE,add,"nx:0,0:17,19",,"px:0,0:17,19","px:0,0:18,19",next-x,1,
1830,EDGE,add,"ny:0,0:18,18",,"px:0,0:18,18","px:0,0:18,19",next-y,1,
1831,NODE,add,"px:0,0:19,19",pixel,,,,0.4143790849673203,"19,175,123"
1832,EDGE,add,"nx:0,0:18,19",,"px:0,0:18,19","px:0,0:19,19",next-x,1,
1833,EDGE,add,"ny:0,0:19,18",,"px:0,0:19,18","px:0,0:19,19",next-y,1,
1834,NODE,add,"px:0,0:20,19",pixel,,,,0.4143790849673203,"19,175,123"
1835,EDGE,add,"nx:0,0:19,19",,"px:0,0:19,19","px:0,0:20,19",next-x,1,
1836,EDGE,add,"ny:0,0:20,18",,"px:0,0:20,18","px:0,0:20,19",next-y,1,
1837,NODE,add,"px:0,0:21,19",pixel,,,,0.4143790849673203,"19,175,123"
1838,EDGE,add,"nx:0,0:20,19",,"px:0,0:20,19","px:0,0:21,19",next-x,1,
1839,EDGE,add,"ny:0,0:21,18",,"px:0,0:21,18","px:0,0:21,19",next-y,1,
1840,NODE,add,"px:0,0:22,19",pixel,,,,0.06928104575163399,"13,19,21"
1841,EDGE,add,"nx:0,0:21,19",,"px:0,0:21,19","px:0,0:22,19",next-x,1,
1842,EDGE,add,"ny:0,0:22,18",,"px:0,0:22,18","px:0,0:22,19",next-y,1,
1843,NODE,add,"px:0,0:23,19",pixel,,,,0.12156862745098039,"14,42,37"
1844,EDGE,add,"nx:0,0:22,19",,"px:0,0:22,19","px:0,0:23,19",next-x,1,
1845,EDGE,add,"ny:0,0:23,18",,"px:0,0:23,18","px:0,0:23,19",next-y,1,
1846,NODE,add,"px:0,0:24,19",pixel,,,,0.05359477124183006,"12,12,17"
