t,type,op,id,kind,source,target,layer,weight,label
0,NODE,add,"img:0,0:meta",image-header,,,,1,"32,32"
1,EDGE,add,"img:0,0:root",,"img:0,0:meta","px:0,0:0,0",image-root,1,
2,NODE,add,"px:0,0:0,0",pixel,,,,0.05359477124183006,"12,12,17"
3,NODE,add,"px:0,0:1,0",pixel,,,,0.05359477124183006,"12,12,17"
4,EDGE,add,"nx:0,0:0,0",,"px:0,0:0,0","px:0,0:1,0",next-x,1,
5,NODE,add,"px:0,0:2,0",pixel,,,,0.05359477124183006,"12,12,17"
6,EDGE,add,"nx:0,0:1,0",,"px:0,0:1,0","px:0,0:2,0",next-x,1,
7,NODE,add,"px:0,0:3,0",pixel,,,,0.05359477124183006,"12,12,17"
8,EDGE,add,"nx:0,0:2,0",,"px:0,0:2,0","px:0,0:3,0",next-x,1,
9,NODE,add,"px:0,0:4,0",pixel,,,,0.05359477124183006,"12,12,17"
10,EDGE,add,"nx:0,0:3,0",,"px:0,0:3,0","px:0,0:4,0",next-x,1,
11,NODE,add,"px:0,0:5,0",pixel,,,,0.05359477124183006,"12,12,17"
12,EDGE,add,"nx:0,0:4,0",,"px:0,0:4,0","px:0,0:5,0",next-x,1,
13,NODE,add,"px:0,0:6,0",pixel,,,,0.05359477124183006,"12,12,17"
14,EDGE,add,"nx:0,0:5,0",,"px:0,0:5,0","px:0,0:6,0",next-x,1,
15,NODE,add,"px:0,0:7,0",pixel,,,,0.05359477124183006,"12,12,17"
16,EDGE,add,"nx:0,0:6,0",,"px:0,0:6,0","px:0,0:7,0",next-x,1,
17,NODE,add,"px:0,0:8,0",pixel,,,,0.05359477124183006,"12,12,17"
18,EDGE,add,"nx:0,0:7,0",,"px:0,0:7,0","px:0,0:8,0",next-x,1,
19,NODE,add,"px:0,0:9,0",pixel,,,,0.05359477124183006,"12,12,17"
20,EDGE,add,"nx:0,0:8,0",,"px:0,0:8,0","px:0,0:9,0",next-x,1,
21,NODE,add,"px:0,0:10,0",pixel,,,,0.05359477124183006,"12,12,17"
22,EDGE,add,"nx:0,0:9,0",,"px:0,0:9,0","px:0,0:10,0",next-x,1,
23,NODE,add,"px:0,0:11,0",pixel,,,,0.05359477124183006,"12,12,17"
24,EDGE,add,"nx:0,0:10,0",,"px:0,0:10,0","px:0,0:11,0",next-x,1,
25,NODE,add,"px:0,0:12,0",pixel,,,,0.05359477124183006,"12,12,17"
26,EDGE,add,"nx:0,0:11,0",,"px:0,0:11,0","px:0,0:12,0",next-x,1,
27,NODE,add,"px:0,0:13,0",pixel,,,,0.05359477124183006,"12,12,17"
28,EDGE,add,"nx:0,0:12,0",,"px:0,0:12,0","px:0,0:13,0",next-x,1,
29,NODE,add,"px:0,0:14,0",pixel,,,,0.05359477124183006,"12,12,17"
30,EDGE,add,"nx:0,0:13,0",,"px:0,0:13,0","px:0,0:14,0",next-x,1,
31,NODE,add,"px:0,0:15,0",pixel,,,,0.05359477124183006,"12,12,17"
32,EDGE,add,"nx:0,0:14,0",,"px:0,0:14,0","px:0,0:15,0",next-x,1,
33,NODE,add,"px:0,0:16,0",pixel,,,,0.05359477124183006,"12,12,17"
34,EDGE,add,"nx:0,0:15,0",,"px:0,0:15,0","px:0,0:16,0",next-x,1,
35,NODE,add,"px:0,0:17,0",pixel,,,,0.05359477124183006,"12,12,17"
36,EDGE,add,"nx:0,0:16,0",,"px:0,0:16,0","px:0,0:17,0",next-x,1,
37,NODE,add,"px:0,0:18,0",pixel,,,,0.05359477124183006,"12,12,17"
38,EDGE,add,"nx:0,0:17,0",,"px:0,0:17,0","px:0,0:18,0",next-x,1,
39,NODE,add,"px:0,0:19,0",pixel,,,,0.05359477124183006,"12,12,17"
40,EDGE,add,"nx:0,0:18,0",,"px:0,0:18,0","px:0,0:19,0",next-x,1,
41,NODE,add,"px:0,0:20,0",pixel,,,,0.05359477124183006,"12,12,17"
42,EDGE,add,"nx:0,0:19,0",,"px:0,0:19,0","px:0,0:20,0",next-x,1,
43,NODE,add,"px:0,0:21,0",pixel,,,,0.05359477124183006,"12,12,17"
44,EDGE,add,"nx:0,0:20,0",,"px:0,0:20,0","px:0,0:21,0",next-x,1,
45,NODE,add,"px:0,0:22,0",pixel,,,,0.05359477124183006,"12,12,17"
46,EDGE,add,"nx:0,0:21,0",,"px:0,0:21,0","px:0,0:22,0",next-x,1,
47,NODE,add,"px:0,0:23,0",pixel,,,,0.05359477124183006,"12,12,17"
48,EDGE,add,"nx:0,0:22,0",,"px:0,0:22,0","px:0,0:23,0",next-x,1,
49,NODE,add,"px:0,0:24,0",pixel,,,,0.05359477124183006,"12,12,17"
50,EDGE,add,"nx:0,0:23,0",,"px:0,0:23,0","px:0,0:24,0",next-x,1,
51,NODE,add,"px:0,0:25,0",pixel,,,,0.05359477124183006,"12,12,17"
52,EDGE,add,"nx:0,0:24,0",,"px:0,0:24,0","px:0,0:25,0",next-x,1,
53,NODE,add,"px:0,0:26,0",pixel,,,,0.05359477124183006,"12,12,17"
54,EDGE,add,"nx:0,0:25,0",,"px:0,0:25,0","px:0,0:26,0",next-x,1,
55,NODE,add,"px:0,0:27,0",pixel,,,,0.05359477124183006,"12,12,17"
56,EDGE,add,"nx:0,0:26,0",,"px:0,0:26,0","px:0,0:27,0",next-x,1,
57,NODE,add,"px:0,0:28,0",pixel,,,,0.05359477124183006,"12,12,17"
58,EDGE,add,"nx:0,0:27,0",,"px:0,0:27,0","px:0,0:28,0",next-x,1,
59,NODE,add,"px:0,0:29,0",pixel,,,,0.05359477124183006,"12,12,17"
60,EDGE,add,"nx:0,0:28,0",,"px:0,0:28,0","px:0,0:29,0",next-x,1,
61,NODE,add,"px:0,0:30,0",pixel,,,,0.05359477124183006,"12,12,17"
62,EDGE,add,"nx:0,0:29,0",,"px:0,0:29,0","px:0,0:30,0",next-x,1,
63,NODE,add,"px:0,0:31,0",pixel,,,,0.05359477124183006,"12,12,17"
64,EDGE,add,"nx:0,0:30,0",,"px:0,0:30,0","px:0,0:31,0",next-x,1,
65,NODE,add,"px:0,0:0,1",pixel,,,,0.05359477124183006,"12,12,17"
66,EDGE,add,"ny:0,0:0,0",,"px:0,0:0,0","px:0,0:0,1",next-y,1,
67,NODE,add,"px:0,0:1,1",pixel,,,,0.05359477124183006,"12,12,17"
68,EDGE,add,"nx:0,0:0,1",,"px:0,0:0,1","px:0,0:1,1",next-x,1,
69,EDGE,add,"ny:0,0:1,0",,"px:0,0:1,0","px:0,0:1,1",next-y,1,
70,NODE,add,"px:0,0:2,1",pixel,,,,0.05359477124183006,"12,12,17"
71,EDGE,add,"nx:0,0:1,1",,"px:0,0:1,1","px:0,0:2,1",next-x,1,
72,EDGE,add,"ny:0,0:2,0",,"px:0,0:2,0","px:0,0:2,1",next-y,1,
73,NODE,add,"px:0,0:3,1",pixel,,,,0.05359477124183006,"12,12,17"
74,EDGE,add,"nx:0,0:2,1",,"px:0,0:2,1","px:0,0:3,1",next-x,1,
75,EDGE,add,"ny:0,0:3,0",,"px:0,0:3,0","px:0,0:3,1",next-y,1,
76,NODE,add,"px:0,0:4,1",pixel,,,,0.05359477124183006,"12,12,17"
77,EDGE,add,"nx:0,0:3,1",,"px:0,0:3,1","px:0,0:4,1",next-x,1,
78,EDGE,add,"ny:0,0:4,0",,"px:0,0:4,0","px:0,0:4,1",next-y,1,
79,NODE,add,"px:0,0:5,1",pixel,,,,0.05359477124183006,"12,12,17"
80,EDGE,add,"nx:0,0:4,1",,"px:0,0:4,1","px:0,0:5,1",next-x,1,
81,EDGE,add,"ny:0,0:5,0",,"px:0,0:5,0","px:0,0:5,1",next-y,1,
82,NODE,add,"px:0,0:6,1",pixel,,,,0.05359477124183006,"12,12,17"
83,EDGE,add,"nx:0,0:5,1",,"px:0,0:5,1","px:0,0:6,1",next-x,1,
84,EDGE,add,"ny:0,0:6,0",,"px:0,0:6,0","px:0,0:6,1",next-y,1,
85,NODE,add,"px:0,0:7,1",pixel,,,,0.05359477124183006,"12,12,17"
86,EDGE,add,"nx:0,0:6,1",,"px:0,0:6,1","px:0,0:7,1",next-x,1,
87,EDGE,add,"ny:0,0:7,0",,"px:0,0:7,0","px:0,0:7,1",next-y,1,
88,NODE,add,"px:0,0:8,1",pixel,,,,0.05359477124183006,"12,12,17"
89,EDGE,add,"nx:0,0:7,1",,"px:0,0:7,1","px:0,0:8,1",next-x,1,
90,EDGE,add,"ny:0,0:8,0",,"px:0,0:8,0","px:0,0:8,1",next-y,1,
91,NODE,add,"px:0,0:9,1",pixel,,,,0.05359477124183006,"12,12,17"
92,EDGE,add,"nx:0,0:8,1",,"px:0,0:8,1","px:0,0:9,1",next-x,1,
93,EDGE,add,"ny:0,0:9,0",,"px:0,0:9,0","px:0,0:9,1",next-y,1,
94,NODE,add,"px:0,0:10,1",pixel,,,,0.05359477124183006,"12,12,17"
95,EDGE,add,"nx:0,0:9,1",,"px:0,0:9,1","px:0,0:10,1",next-x,1,
96,EDGE,add,"ny:0,0:10,0",,"px:0,0:10,0","px:0,0:10,1",next-y,1,
97,NODE,add,"px:0,0:11,1",pixel,,,,0.05359477124183006,"12,12,17"
98,EDGE,add,"nx:0,0:10,1",,"px:0,0:10,1","px:0,0:11,1",next-x,1,
99,EDGE,add,"ny:0,0:11,0",,"px:0,0:11,0","px:0,0:11,1",next-y,1,
100,NODE,add,"px:0,0:12,1",pixel,,,,0.05359477124183006,"12,12,17"
101,EDGE,add,"nx:0,0:11,1",,"px:0,0:11,1","px:0,0:12,1",next-x,1,
102,EDGE,add,"ny:0,0:12,0",,"px:0,0:12,0","px:0,0:12,1",next-y,1,
103,NODE,add,"px:0,0:13,1",pixel,,,,0.05359477124183006,"12,12,17"
104,EDGE,add,"nx:0,0:12,1",,"px:0,0:12,1","px:0,0:13,1",next-x,1,
105,EDGE,add,"ny:0,0:13,0",,"px:0,0:13,0","px:0,0:13,1",next-y,1,
106,NODE,add,"px:0,0:14,1",pixel,,,,0.05359477124183006,"12,12,17"
107,EDGE,add,"nx:0,0:13,1",,"px:0,0:13,1","px:0,0:14,1",next-x,1,
108,EDGE,add,"ny:0,0:14,0",,"px:0,0:14,0","px:0,0:14,1",next-y,1,
109,NODE,add,"px:0,0:15,1",pixel,,,,0.05359477124183006,"12,12,17"
110,EDGE,add,"nx:0,0:14,1",,"px:0,0:14,1","px:0,0:15,1",next-x,1,
111,EDGE,add,"ny:0,0:15,0",,"px:0,0:15,0","px:0,0:15,1",next-y,1,
112,NODE,add,"px:0,0:16,1",pixel,,,,0.05359477124183006,"12,12,17"
113,EDGE,add,"nx:0,0:15,1",,"px:0,0:15,1","px:0,0:16,1",next-x,1,
114,EDGE,add,"ny:0,0:16,0",,"px:0,0:16,0","px:0,0:16,1",next-y,1,
115,NODE,add,"px:0,0:17,1",pixel,,,,0.05359477124183006,"12,12,17"
116,EDGE,add,"nx:0,0:16,1",,"px:0,0:16,1","px:0,0:17,1",next-x,1,
117,EDGE,add,"ny:0,0:17,0",,"px:0,0:17,0","px:0,0:17,1",next-y,1,
118,NODE,add,"px:0,0:18,1",pixel,,,,0.05359477124183006,"12,12,17"
119,EDGE,add,"nx:0,0:17,1",,"px:0,0:17,1","px:0,0:18,1",next-x,1,
120,EDGE,add,"ny:0,0:18,0",,"px:0,0:18,0","px:0,0:18,1",next-y,1,
121,NODE,add,"px:0,0:19,1",pixel,,,,0.05359477124183006,"12,12,17"
122,EDGE,add,"nx:0,0:18,1",,"px:0,0:18,1","px:0,0:19,1",next-x,1,
123,EDGE,add,"ny:0,0:19,0",,"px:0,0:19,0","px:0,0:19,1",next-y,1,
124,NODE,add,"px:0,0:20,1",pixel,,,,0.05359477124183006,"12,12,17"
125,EDGE,add,"nx:0,0:19,1",,"px:0,0:19,1","px:0,0:20,1",next-x,1,
126,EDGE,add,"ny:0,0:20,0",,"px:0,0:20,0","px:0,0:20,1",next-y,1,
127,NODE,add,"px:0,0:21,1",pixel,,,,0.05359477124183006,"12,12,17"
128,EDGE,add,"nx:0,0:20,1",,"px:0,0:20,1","px:0,0:21,1",next-x,1,
129,EDGE,add,"ny:0,0:21,0",,"px:0,0:21,0","px:0,0:21,1",next-y,1,
130,NODE,add,"px:0,0:22,1",pixel,,,,0.05359477124183006,"12,12,17"
131,EDGE,add,"nx:0,0:21,1",,"px:0,0:21,1","px:0,0:22,1",next-x,1,
132,EDGE,add,"ny:0,0:22,0",,"px:0,0:22,0","px:0,0:22,1",next-y,1,
133,NODE,add,"px:0,0:23,1",pixel,,,,0.05359477124183006,"12,12,17"
134,EDGE,add,"nx:0,0:22,1",,"px:0,0:22,1","px:0,0:23,1",next-x,1,
135,EDGE,add,"ny:0,0:23,0",,"px:0,0:23,0","px:0,0:23,1",next-y,1,
136,NODE,add,"px:0,0:24,1",pixel,,,,0.05359477124183006,"12,12,17"
137,EDGE,add,"nx:0,0:23,1",,"px:0,0:23,1","px:0,0:24,1",next-x,1,
138,EDGE,add,"ny:0,0:24,0",,"px:0,0:24,0","px:0,0:24,1",next-y,1,
139,NODE,add,"px:0,0:25,1",pixel,,,,0.05359477124183006,"12,12,17"
140,EDGE,add,"nx:0,0:24,1",,"px:0,0:24,1","px:0,0:25,1",next-x,1,
141,EDGE,add,"ny:0,0:25,0",,"px:0,0:25,0","px:0,0:25,1",next-y,1,
142,NODE,add,"px:0,0:26,1",pixel,,,,0.05359477124183006,"12,12,17"
143,EDGE,add,"nx:0,0:25,1",,"px:0,0:25,1","px:0,0:26,1",next-x,1,
144,EDGE,add,"ny:0,0:26,0",,"px:0,0:26,0","px:0,0:26,1",next-y,1,
145,NODE,add,"px:0,0:27,1",pixel,,,,0.05359477124183006,"12,12,17"
146,EDGE,add,"nx:0,0:26,1",,"px:0,0:26,1","px:0,0:27,1",next-x,1,
147,EDGE,add,"ny:0,0:27,0",,"px:0,0:27,0","px:0,0:27,1",next-y,1,
148,NODE,add,"px:0,0:28,1",pixel,,,,0.05359477124183006,"12,12,17"
149,EDGE,add,"nx:0,0:27,1",,"px:0,0:27,1","px:0,0:28,1",next-x,1,
150,EDGE,add,"ny:0,0:28,0",,"px:0,0:28,0","px:0,0:28,1",next-y,1,
151,NODE,add,"px:0,0:29,1",pixel,,,,0.05359477124183006,"12,12,17"
152,EDGE,add,"nx:0,0:28,1",,"px:0,0:28,1","px:0,0:29,1",next-x,1,
153,EDGE,add,"ny:0,0:29,0",,"px:0,0:29,0","px:0,0:29,1",next-y,1,
154,NODE,add,"px:0,0:30,1",pixel,,,,0.05359477124183006,"12,12,17"
155,EDGE,add,"nx:0,0:29,1",,"px:0,0:29,1","px:0,0:30,1",next-x,1,
156,EDGE,add,"ny:0,0:30,0",,"px:0,0:30,0","px:0,0:30,1",next-y,1,
157,NODE,add,"px:0,0:31,1",pixel,,,,0.05359477124183006,"12,12,17"
158,EDGE,add,"nx:0,0:30,1",,"px:0,0:30,1","px:0,0:31,1",next-x,1,
159,EDGE,add,"ny:0,0:31,0",,"px:0,0:31,0","px:0,0:31,1",next-y,1,
160,NODE,add,"px:0,0:0,2",pixel,,,,0.05359477124183006,"12,12,17"
161,EDGE,add,"ny:0,0:0,1",,"px:0,0:0,1","px:0,0:0,2",next-y,1,
162,NODE,add,"px:0,0:1,2",pixel,,,,0.05359477124183006,"12,12,17"
163,EDGE,add,"nx:0,0:0,2",,"px:0,0:0,2","px:0,0:1,2",next-x,1,
164,EDGE,add,"ny:0,0:1,1",,"px:0,0:1,1","px:0,0:1,2",next-y,1,
165,NODE,add,"px:0,0:2,2",pixel,,,,0.05359477124183006,"12,12,17"
166,EDGE,add,"nx:0,0:1,2",,"px:0,0:1,2","px:0,0:2,2",next-x,1,
167,EDGE,add,"ny:0,0:2,1",,"px:0,0:2,1","px:0,0:2,2",next-y,1,
168,NODE,add,"px:0,0:3,2",pixel,,,,0.05359477124183006,"12,12,17"
169,EDGE,add,"nx:0,0:2,2",,"px:0,0:2,2","px:0,0:3,2",next-x,1,
170,EDGE,add,"ny:0,0:3,1",,"px:0,0:3,1","px:0,0:3,2",next-y,1,
171,NODE,add,"px:0,0:4,2",pixel,,,,0.05359477124183006,"12,12,17"
172,EDGE,add,"nx:0,0:3,2",,"px:0,0:3,2","px:0,0:4,2",next-x,1,
173,EDGE,add,"ny:0,0:4,1",,"px:0,0:4,1","px:0,0:4,2",next-y,1,
174,NODE,add,"px:0,0:5,2",pixel,,,,0.05359477124183006,"12,12,17"
175,EDGE,add,"nx:0,0:4,2",,"px:0,0:4,2","px:0,0:5,2",next-x,1,
176,EDGE,add,"ny:0,0:5,1",,"px:0,0:5,1","px:0,0:5,2",next-y,1,
177,NODE,add,"px:0,0:6,2",pixel,,,,0.05359477124183006,"12,12,17"
178,EDGE,add,"nx:0,0:5,2",,"px:0,0:5,2","px:0,0:6,2",next-x,1,
179,EDGE,add,"ny:0,0:6,1",,"px:0,0:6,1","px:0,0:6,2",next-y,1,
180,NODE,add,"px:0,0:7,2",pixel,,,,0.05359477124183006,"12,12,17"
181,EDGE,add,"nx:0,0:6,2",,"px:0,0:6,2","px:0,0:7,2",next-x,1,
182,EDGE,add,"ny:0,0:7,1",,"px:0,0:7,1","px:0,0:7,2",next-y,1,
183,NODE,add,"px:0,0:8,2",pixel,,,,0.05359477124183006,"12,12,17"
184,EDGE,add,"nx:0,0:7,2",,"px:0,0:7,2","px:0,0:8,2",next-x,1,
185,EDGE,add,"ny:0,0:8,1",,"px:0,0:8,1","px:0,0:8,2",next-y,1,
186,NODE,add,"px:0,0:9,2",pixel,,,,0.05359477124183006,"12,12,17"
187,EDGE,add,"nx:0,0:8,2",,"px:0,0:8,2","px:0,0:9,2",next-x,1,
188,EDGE,add,"ny:0,0:9,1",,"px:0,0:9,1","px:0,0:9,2",next-y,1,
189,NODE,add,"px:0,0:10,2",pixel,,,,0.05359477124183006,"12,12,17"
190,EDGE,add,"nx:0,0:9,2",,"px:0,0:9,2","px:0,0:10,2",next-x,1,
191,EDGE,add,"ny:0,0:10,1",,"px:0,0:10,1","px:0,0:10,2",next-y,1,
192,NODE,add,"px:0,0:11,2",pixel,,,,0.05359477124183006,"12,12,17"
193,EDGE,add,"nx:0,0:10,2",,"px:0,0:10,2","px:0,0:11,2",next-x,1,
194,EDGE,add,"ny:0,0:11,1",,"px:0,0:11,1","px:0,0:11,2",next-y,1,
195,NODE,add,"px:0,0:12,2",pixel,,,,0.05359477124183006,"12,12,17"
196,EDGE,add,"nx:0,0:11,2",,"px:0,0:11,2","px:0,0:12,2",next-x,1,
197,EDGE,add,"ny:0,0:12,1",,"px:0,0:12,1","px:0,0:12,2",next-y,1,
198,NODE,add,"px:0,0:13,2",pixel,,,,0.07058823529411765,"12,20,22"
199,EDGE,add,"nx:0,0:12,2",,"px:0,0:12,2","px:0,0:13,2",next-x,1,
200,EDGE,add,"ny:0,0:13,1",,"px:0,0:13,1","px:0,0:13,2",next-y,1,
201,NODE,add,"px:0,0:14,2",pixel,,,,0.08496732026143791,"13,26,26"
202,EDGE,add,"nx:0,0:13,2",,"px:0,0:13,2","px:0,0:14,2",next-x,1,
203,EDGE,add,"ny:0,0:14,1",,"px:0,0:14,1","px:0,0:14,2",next-y,1,
204,NODE,add,"px:0,0:15,2",pixel,,,,0.06143790849673202,"12,16,19"
205,EDGE,add,"nx:0,0:14,2",,"px:0,0:14,2","px:0,0:15,2",next-x,1,
206,EDGE,add,"ny:0,0:15,1",,"px:0,0:15,1","px:0,0:15,2",next-y,1,
207,NODE,add,"px:0,0:16,2",pixel,,,,0.05359477124183006,"12,12,17"
208,EDGE,add,"nx:0,0:15,2",,"px:0,0:15,2","px:0,0:16,2",next-x,1,
209,EDGE,add,"ny:0,0:16,1",,"px:0,0:16,1","px:0,0:16,2",next-y,1,
210,NODE,add,"px:0,0:17,2",pixel,,,,0.05359477124183006,"12,12,17"
211,EDGE,add,"nx:0,0:16,2",,"px:0,0:16,2","px:0,0:17,2",next-x,1,
212,EDGE,add,"ny:0,0:17,1",,"px:0,0:17,1","px:0,0:17,2",next-y,1,
213,NODE,add,"px:0,0:18,2",pixel,,,,0.05359477124183006,"12,12,17"
214,EDGE,add,"nx:0,0:17,2",,"px:0,0:17,2","px:0,0:18,2",next-x,1,
215,EDGE,add,"ny:0,0:18,1",,"px:0,0:18,1","px:0,0:18,2",next-y,1,
216,NODE,add,"px:0,0:19,2",pixel,,,,0.05359477124183006,"12,12,17"
217,EDGE,add,"nx:0,0:18,2",,"px:0,0:18,2","px:0,0:19,2",next-x,1,
218,EDGE,add,"ny:0,0:19,1",,"px:0,0:19,1","px:0,0:19,2",next-y,1,
219,NODE,add,"px:0,0:20,2",pixel,,,,0.05359477124183006,"12,12,17"
220,EDGE,add,"nx:0,0:19,2",,"px:0,0:19,2","px:0,0:20,2",next-x,1,
221,EDGE,add,"ny:0,0:20,1",,"px:0,0:20,1","px:0,0:20,2",next-y,1,
222,NODE,add,"px:0,0:21,2",pixel,,,,0.05359477124183006,"12,12,17"
223,EDGE,add,"nx:0,0:20,2",,"px:0,0:20,2","px:0,0:21,2",next-x,1,
224,EDGE,add,"ny:0,0:21,1",,"px:0,0:21,1","px:0,0:21,2",next-y,1,
225,NODE,add,"px:0,0:22,2",pixel,,,,0.05359477124183006,"12,12,17"
226,EDGE,add,"nx:0,0:21,2",,"px:0,0:21,2","px:0,0:22,2",next-x,1,
227,EDGE,add,"ny:0,0:22,1",,"px:0,0:22,1","px:0,0:22,2",next-y,1,
228,NODE,add,"px:0,0:23,2",pixel,,,,0.05359477124183006,"12,12,17"
229,EDGE,add,"nx:0,0:22,2",,"px:0,0:22,2","px:0,0:23,2",next-x,1,
230,EDGE,add,"ny:0,0:23,1",,"px:0,0:23,1","px:0,0:23,2",next-y,1,
231,NODE,add,"px:0,0:24,2",pixel,,,,0.05359477124183006,"12,12,17"
232,EDGE,add,"nx:0,0:23,2",,"px:0,0:23,2","px:0,0:24,2",next-x,1,
233,EDGE,add,"ny:0,0:24,1",,"px:0,0:24,1","px:0,0:24,2",next-y,1,
234,NODE,add,"px:0,0:25,2",pixel,,,,0.05359477124183006,"12,12,17"
235,EDGE,add,"nx:0,0:24,2",,"px:0,0:24,2","px:0,0:25,2",next-x,1,
236,EDGE,add,"ny:0,0:25,1",,"px:0,0:25,1","px:0,0:25,2",next-y,1,
237,NODE,add,"px:0,0:26,2",pixel,,,,0.05359477124183006,"12,12,17"
238,EDGE,add,"nx:0,0:25,2",,"px:0,0:25,2","px:0,0:26,2",next-x,1,
239,EDGE,add,"ny:0,0:26,1",,"px:0,0:26,1","px:0,0:26,2",next-y,1,
240,NODE,add,"px:0,0:27,2",pixel,,,,0.05359477124183006,"12,12,17"
241,EDGE,add,"nx:0,0:26,2",,"px:0,0:26,2","px:0,0:27,2",next-x,1,
242,EDGE,add,"ny:0,0:27,1",,"px:0,0:27,1","px:0,0:27,2",next-y,1,
243,NODE,add,"px:0,0:28,2",pixel,,,,0.05359477124183006,"12,12,17"
244,EDGE,add,"nx:0,0:27,2",,"px:0,0:27,2","px:0,0:28,2",next-x,1,
245,EDGE,add,"ny:0,0:28,1",,"px:0,0:28,1","px:0,0:28,2",next-y,1,
246,NODE,add,"px:0,0:29,2",pixel,,,,0.05359477124183006,"12,12,17"
247,EDGE,add,"nx:0,0:28,2",,"px:0,0:28,2","px:0,0:29,2",next-x,1,
248,EDGE,add,"ny:0,0:29,1",,"px:0,0:29,1","px:0,0:29,2",next-y,1,
249,NODE,add,"px:0,0:30,2",pixel,,,,0.05359477124183006,"12,12,17"
250,EDGE,add,"nx:0,0:29,2",,"px:0,0:29,2","px:0,0:30,2",next-x,1,
251,EDGE,add,"ny:0,0:30,1",,"px:0,0:30,1","px:0,0:30,2",next-y,1,
252,NODE,add,"px:0,0:31,2",pixel,,,,0.05359477124183006,"12,12,17"
253,EDGE,add,"nx:0,0:30,2",,"px:0,0:30,2","px:0,0:31,2",next-x,1,
254,EDGE,add,"ny:0,0:31,1",,"px:0,0:31,1","px:0,0:31,2",next-y,1,
255,NODE,add,"px:0,0:0,3",pixel,,,,0.05359477124183006,"12,12,17"
256,EDGE,add,"ny:0,0:0,2",,"px:0,0:0,2","px:0,0:0,3",next-y,1,
257,NODE,add,"px:0,0:1,3",pixel,,,,0.05359477124183006,"12,12,17"
258,EDGE,add,"nx:0,0:0,3",,"px:0,0:0,3","px:0,0:1,3",next-x,1,
259,EDGE,add,"ny:0,0:1,2",,"px:0,0:1,2","px:0,0:1,3",next-y,1,
260,NODE,add,"px:0,0:2,3",pixel,,,,0.05359477124183006,"12,12,17"
261,EDGE,add,"nx:0,0:1,3",,"px:0,0:1,3","px:0,0:2,3",next-x,1,
262,EDGE,add,"ny:0,0:2,2",,"px:0,0:2,2","px:0,0:2,3",next-y,1,
263,NODE,add,"px:0,0:3,3",pixel,,,,0.05359477124183006,"12,12,17"
264,EDGE,add,"nx:0,0:2,3",,"px:0,0:2,3","px:0,0:3,3",next-x,1,
265,EDGE,add,"ny:0,0:3,2",,"px:0,0:3,2","px:0,0:3,3",next-y,1,
266,NODE,add,"px:0,0:4,3",pixel,,,,0.05359477124183006,"12,12,17"
267,EDGE,add,"nx:0,0:3,3",,"px:0,0:3,3","px:0,0:4,3",next-x,1,
268,EDGE,add,"ny:0,0:4,2",,"px:0,0:4,2","px:0,0:4,3",next-y,1,
269,NODE,add,"px:0,0:5,3",pixel,,,,0.05359477124183006,"12,12,17"
270,EDGE,add,"nx:0,0:4,3",,"px:0,0:4,3","px:0,0:5,3",next-x,1,
271,EDGE,add,"ny:0,0:5,2",,"px:0,0:5,2","px:0,0:5,3",next-y,1,
272,NODE,add,"px:0,0:6,3",pixel,,,,0.05359477124183006,"12,12,17"
273,EDGE,add,"nx:0,0:5,3",,"px:0,0:5,3","px:0,0:6,3",next-x,1,
274,EDGE,add,"ny:0,0:6,2",,"px:0,0:6,2","px:0,0:6,3",next-y,1,
275,NODE,add,"px:0,0:7,3",pixel,,,,0.05359477124183006,"12,12,17"
276,EDGE,add,"nx:0,0:6,3",,"px:0,0:6,3","px:0,0:7,3",next-x,1,
277,EDGE,add,"ny:0,0:7,2",,"px:0,0:7,2","px:0,0:7,3",next-y,1,
278,NODE,add,"px:0,0:8,3",pixel,,,,0.05359477124183006,"12,12,17"
279,EDGE,add,"nx:0,0:7,3",,"px:0,0:7,3","px:0,0:8,3",next-x,1,
280,EDGE,add,"ny:0,0:8,2",,"px:0,0:8,2","px:0,0:8,3",next-y,1,
281,NODE,add,"px:0,0:9,3",pixel,,,,0.05359477124183006,"12,12,17"
282,EDGE,add,"nx:0,0:8,3",,"px:0,0:8,3","px:0,0:9,3",next-x,1,
283,EDGE,add,"ny:0,0:9,2",,"px:0,0:9,2","px:0,0:9,3",next-y,1,
284,NODE,add,"px:0,0:10,3",pixel,,,,0.05359477124183006,"12,12,17"
285,EDGE,add,"nx:0,0:9,3",,"px:0,0:9,3","px:0,0:10,3",next-x,1,
286,EDGE,add,"ny:0,0:10,2",,"px:0,0:10,2","px:0,0:10,3",next-y,1,
287,NODE,add,"px:0,0:11,3",pixel,,,,0.05359477124183006,"12,12,17"
288,EDGE,add,"nx:0,0:10,3",,"px:0,0:10,3","px:0,0:11,3",next-x,1,
289,EDGE,add,"ny:0,0:11,2",,"px:0,0:11,2","px:0,0:11,3",next-y,1,
290,NODE,add,"px:0,0:12,3",pixel,,,,0.05359477124183006,"12,12,17"
291,EDGE,add,"nx:0,0:11,3",,"px:0,0:11,3","px:0,0:12,3",next-x,1,
292,EDGE,add,"ny:0,0:12,2",,"px:0,0:12,2","px:0,0:12,3",next-y,1,
293,NODE,add,"px:0,0:13,3",pixel,,,,0.05359477124183006,"12,12,17"
294,EDGE,add,"nx:0,0:12,3",,"px:0,0:12,3","px:0,0:13,3",next-x,1,
