t,type,op,id,kind,source,target,layer,weight,label
0,NODE,add,file:README.md,markdown-file,,,,,README.md
1,NODE,add,file:README.md:pos:x,slot,,,,0,0
2,NODE,add,file:README.md:pos:y,slot,,,,0,0
3,EDGE,add,file:README.md:pos:x,,file:README.md,file:README.md:pos:x,x,1,
4,EDGE,add,file:README.md:pos:y,,file:README.md,file:README.md:pos:y,y,1,
5,NODE,add,file:README.md#h1:depgraph,heading,,,,,depgraph
6,NODE,add,file:README.md#h1:depgraph:pos:x,slot,,,,120,120
7,NODE,add,file:README.md#h1:depgraph:pos:y,slot,,,,28,28
8,EDGE,add,file:README.md#h1:depgraph:pos:x,,file:README.md#h1:depgraph,file:README.md#h1:depgraph:pos:x,x,1,
9,EDGE,add,file:README.md#h1:depgraph:pos:y,,file:README.md#h1:depgraph,file:README.md#h1:depgraph:pos:y,y,1,
10,EDGE,add,file:README.md#h1:depgraph->memberOf->file:README.md,,file:README.md#h1:depgraph,file:README.md,memberOf,4,
11,NODE,add,file:README.md#h1:depgraph->memberOf->file:README.md:rest-x,slot,,,,120,120
12,EDGE,add,file:README.md#h1:depgraph->memberOf->file:README.md:rest-x,,file:README.md#h1:depgraph->memberOf->file:README.md,file:README.md#h1:depgraph->memberOf->file:README.md:rest-x,rest-x,1,
13,NODE,add,file:README.md#h3:videos,heading,,,,,Videos
14,NODE,add,file:README.md#h3:videos:pos:x,slot,,,,360,360
15,NODE,add,file:README.md#h3:videos:pos:y,slot,,,,56,56
16,EDGE,add,file:README.md#h3:videos:pos:x,,file:README.md#h3:videos,file:README.md#h3:videos:pos:x,x,1,
17,EDGE,add,file:README.md#h3:videos:pos:y,,file:README.md#h3:videos,file:README.md#h3:videos:pos:y,y,1,
18,EDGE,add,file:README.md#h3:videos->memberOf->file:README.md#h1:depgraph,,file:README.md#h3:videos,file:README.md#h1:depgraph,memberOf,4,
19,NODE,add,file:README.md#h3:videos->memberOf->file:README.md#h1:depgraph:rest-x,slot,,,,120,120
20,EDGE,add,file:README.md#h3:videos->memberOf->file:README.md#h1:depgraph:rest-x,,file:README.md#h3:videos->memberOf->file:README.md#h1:depgraph,file:README.md#h3:videos->memberOf->file:README.md#h1:depgraph:rest-x,rest-x,1,
21,NODE,add,file:README.md#h3:videos/p:1,paragraph,,,,,clustering | eye candy | high RNG
22,NODE,add,file:README.md#h3:videos/p:1:pos:x,slot,,,,120,120
23,NODE,add,file:README.md#h3:videos/p:1:pos:y,slot,,,,84,84
24,EDGE,add,file:README.md#h3:videos/p:1:pos:x,,file:README.md#h3:videos/p:1,file:README.md#h3:videos/p:1:pos:x,x,1,
25,EDGE,add,file:README.md#h3:videos/p:1:pos:y,,file:README.md#h3:videos/p:1,file:README.md#h3:videos/p:1:pos:y,y,1,
26,EDGE,add,file:README.md#h3:videos/p:1->memberOf->file:README.md#h3:videos,,file:README.md#h3:videos/p:1,file:README.md#h3:videos,memberOf,2,
27,NODE,add,file:README.md#h3:videos/p:1->memberOf->file:README.md#h3:videos:rest-x,slot,,,,120,120
28,EDGE,add,file:README.md#h3:videos/p:1->memberOf->file:README.md#h3:videos:rest-x,,file:README.md#h3:videos/p:1->memberOf->file:README.md#h3:videos,file:README.md#h3:videos/p:1->memberOf->file:README.md#h3:videos:rest-x,rest-x,1,
29,NODE,add,file:README.md#h3:videos/p:1/s:1,sentence,,,,,clustering | eye candy | high RNG
30,NODE,add,file:README.md#h3:videos/p:1/s:1:pos:x,slot,,,,240,240
31,NODE,add,file:README.md#h3:videos/p:1/s:1:pos:y,slot,,,,112,112
32,EDGE,add,file:README.md#h3:videos/p:1/s:1:pos:x,,file:README.md#h3:videos/p:1/s:1,file:README.md#h3:videos/p:1/s:1:pos:x,x,1,
33,EDGE,add,file:README.md#h3:videos/p:1/s:1:pos:y,,file:README.md#h3:videos/p:1/s:1,file:README.md#h3:videos/p:1/s:1:pos:y,y,1,
34,EDGE,add,file:README.md#h3:videos/p:1/s:1->memberOf->file:README.md#h3:videos/p:1,,file:README.md#h3:videos/p:1/s:1,file:README.md#h3:videos/p:1,memberOf,1,
35,NODE,add,file:README.md#h3:videos/p:1/s:1->memberOf->file:README.md#h3:videos/p:1:rest-x,slot,,,,120,120
36,EDGE,add,file:README.md#h3:videos/p:1/s:1->memberOf->file:README.md#h3:videos/p:1:rest-x,,file:README.md#h3:videos/p:1/s:1->memberOf->file:README.md#h3:videos/p:1,file:README.md#h3:videos/p:1/s:1->memberOf->file:README.md#h3:videos/p:1:rest-x,rest-x,1,
37,NODE,add,file:README.md#h3:codemap,heading,,,,,Codemap
38,NODE,add,file:README.md#h3:codemap:pos:x,slot,,,,360,360
39,NODE,add,file:README.md#h3:codemap:pos:y,slot,,,,140,140
40,EDGE,add,file:README.md#h3:codemap:pos:x,,file:README.md#h3:codemap,file:README.md#h3:codemap:pos:x,x,1,
41,EDGE,add,file:README.md#h3:codemap:pos:y,,file:README.md#h3:codemap,file:README.md#h3:codemap:pos:y,y,1,
42,EDGE,add,file:README.md#h3:codemap->memberOf->file:README.md#h1:depgraph,,file:README.md#h3:codemap,file:README.md#h1:depgraph,memberOf,4,
43,NODE,add,file:README.md#h3:codemap->memberOf->file:README.md#h1:depgraph:rest-x,slot,,,,120,120
44,EDGE,add,file:README.md#h3:codemap->memberOf->file:README.md#h1:depgraph:rest-x,,file:README.md#h3:codemap->memberOf->file:README.md#h1:depgraph,file:README.md#h3:codemap->memberOf->file:README.md#h1:depgraph:rest-x,rest-x,1,
45,EDGE,add,file:README.md#h3:videos->next->file:README.md#h3:codemap,,file:README.md#h3:videos,file:README.md#h3:codemap,next,1,
46,NODE,add,file:README.md#h3:videos->next->file:README.md#h3:codemap:rest-y,slot,,,,-28,-28
47,EDGE,add,file:README.md#h3:videos->next->file:README.md#h3:codemap:rest-y,,file:README.md#h3:videos->next->file:README.md#h3:codemap,file:README.md#h3:videos->next->file:README.md#h3:codemap:rest-y,rest-y,1,
48,NODE,add,"img:900,168:meta",image-header,,,,1,"16,16"
49,EDGE,add,"img:900,168:root",,"img:900,168:meta","px:900,168:0,0",image-root,1,
50,NODE,add,"px:900,168:0,0",pixel,,,,0.16732026143790849,"0,0,128"
51,NODE,add,"px:900,168:1,0",pixel,,,,0.2222222222222222,"17,0,153"
52,EDGE,add,"nx:900,168:0,0",,"px:900,168:0,0","px:900,168:1,0",next-x,1,
53,NODE,add,"px:900,168:2,0",pixel,,,,0.27581699346405225,"34,0,177"
54,EDGE,add,"nx:900,168:1,0",,"px:900,168:1,0","px:900,168:2,0",next-x,1,
55,NODE,add,"px:900,168:3,0",pixel,,,,0.32679738562091504,"51,0,199"
56,EDGE,add,"nx:900,168:2,0",,"px:900,168:2,0","px:900,168:3,0",next-x,1,
57,NODE,add,"px:900,168:4,0",pixel,,,,0.3738562091503268,"68,0,218"
58,EDGE,add,"nx:900,168:3,0",,"px:900,168:3,0","px:900,168:4,0",next-x,1,
59,NODE,add,"px:900,168:5,0",pixel,,,,0.41699346405228754,"85,0,234"
60,EDGE,add,"nx:900,168:4,0",,"px:900,168:4,0","px:900,168:5,0",next-x,1,
61,NODE,add,"px:900,168:6,0",pixel,,,,0.45359477124183006,"102,0,245"
62,EDGE,add,"nx:900,168:5,0",,"px:900,168:5,0","px:900,168:6,0",next-x,1,
63,NODE,add,"px:900,168:7,0",pixel,,,,0.48627450980392156,"119,0,253"
64,EDGE,add,"nx:900,168:6,0",,"px:900,168:6,0","px:900,168:7,0",next-x,1,
65,NODE,add,"px:900,168:8,0",pixel,,,,0.5111111111111112,"136,0,255"
66,EDGE,add,"nx:900,168:7,0",,"px:900,168:7,0","px:900,168:8,0",next-x,1,
67,NODE,add,"px:900,168:9,0",pixel,,,,0.530718954248366,"153,0,253"
68,EDGE,add,"nx:900,168:8,0",,"px:900,168:8,0","px:900,168:9,0",next-x,1,
69,NODE,add,"px:900,168:10,0",pixel,,,,0.542483660130719,"170,0,245"
70,EDGE,add,"nx:900,168:9,0",,"px:900,168:9,0","px:900,168:10,0",next-x,1,
71,NODE,add,"px:900,168:11,0",pixel,,,,0.550326797385621,"187,0,234"
72,EDGE,add,"nx:900,168:10,0",,"px:900,168:10,0","px:900,168:11,0",next-x,1,
73,NODE,add,"px:900,168:12,0",pixel,,,,0.5516339869281045,"204,0,218"
74,EDGE,add,"nx:900,168:11,0",,"px:900,168:11,0","px:900,168:12,0",next-x,1,
75,NODE,add,"px:900,168:13,0",pixel,,,,0.5490196078431373,"221,0,199"
76,EDGE,add,"nx:900,168:12,0",,"px:900,168:12,0","px:900,168:13,0",next-x,1,
77,NODE,add,"px:900,168:14,0",pixel,,,,0.542483660130719,"238,0,177"
78,EDGE,add,"nx:900,168:13,0",,"px:900,168:13,0","px:900,168:14,0",next-x,1,
79,NODE,add,"px:900,168:15,0",pixel,,,,0.5333333333333333,"255,0,153"
80,EDGE,add,"nx:900,168:14,0",,"px:900,168:14,0","px:900,168:15,0",next-x,1,
81,NODE,add,"px:900,168:0,1",pixel,,,,0.2222222222222222,"0,17,153"
82,EDGE,add,"ny:900,168:0,0",,"px:900,168:0,0","px:900,168:0,1",next-y,1,
83,NODE,add,"px:900,168:1,1",pixel,,,,0.27581699346405225,"17,17,177"
84,EDGE,add,"nx:900,168:0,1",,"px:900,168:0,1","px:900,168:1,1",next-x,1,
85,EDGE,add,"ny:900,168:1,0",,"px:900,168:1,0","px:900,168:1,1",next-y,1,
86,NODE,add,"px:900,168:2,1",pixel,,,,0.32679738562091504,"34,17,199"
87,EDGE,add,"nx:900,168:1,1",,"px:900,168:1,1","px:900,168:2,1",next-x,1,
88,EDGE,add,"ny:900,168:2,0",,"px:900,168:2,0","px:900,168:2,1",next-y,1,
89,NODE,add,"px:900,168:3,1",pixel,,,,0.3738562091503268,"51,17,218"
90,EDGE,add,"nx:900,168:2,1",,"px:900,168:2,1","px:900,168:3,1",next-x,1,
91,EDGE,add,"ny:900,168:3,0",,"px:900,168:3,0","px:900,168:3,1",next-y,1,
92,NODE,add,"px:900,168:4,1",pixel,,,,0.41699346405228754,"68,17,234"
93,EDGE,add,"nx:900,168:3,1",,"px:900,168:3,1","px:900,168:4,1",next-x,1,
94,EDGE,add,"ny:900,168:4,0",,"px:900,168:4,0","px:900,168:4,1",next-y,1,
95,NODE,add,"px:900,168:5,1",pixel,,,,0.45359477124183006,"85,17,245"
96,EDGE,add,"nx:900,168:4,1",,"px:900,168:4,1","px:900,168:5,1",next-x,1,
97,EDGE,add,"ny:900,168:5,0",,"px:900,168:5,0","px:900,168:5,1",next-y,1,
98,NODE,add,"px:900,168:6,1",pixel,,,,0.48627450980392156,"102,17,253"
99,EDGE,add,"nx:900,168:5,1",,"px:900,168:5,1","px:900,168:6,1",next-x,1,
100,EDGE,add,"ny:900,168:6,0",,"px:900,168:6,0","px:900,168:6,1",next-y,1,
101,NODE,add,"px:900,168:7,1",pixel,,,,0.5111111111111112,"119,17,255"
102,EDGE,add,"nx:900,168:6,1",,"px:900,168:6,1","px:900,168:7,1",next-x,1,
103,EDGE,add,"ny:900,168:7,0",,"px:900,168:7,0","px:900,168:7,1",next-y,1,
104,NODE,add,"px:900,168:8,1",pixel,,,,0.530718954248366,"136,17,253"
105,EDGE,add,"nx:900,168:7,1",,"px:900,168:7,1","px:900,168:8,1",next-x,1,
106,EDGE,add,"ny:900,168:8,0",,"px:900,168:8,0","px:900,168:8,1",next-y,1,
107,NODE,add,"px:900,168:9,1",pixel,,,,0.542483660130719,"153,17,245"
108,EDGE,add,"nx:900,168:8,1",,"px:900,168:8,1","px:900,168:9,1",next-x,1,
109,EDGE,add,"ny:900,168:9,0",,"px:900,168:9,0","px:900,168:9,1",next-y,1,
110,NODE,add,"px:900,168:10,1",pixel,,,,0.550326797385621,"170,17,234"
111,EDGE,add,"nx:900,168:9,1",,"px:900,168:9,1","px:900,168:10,1",next-x,1,
112,EDGE,add,"ny:900,168:10,0",,"px:900,168:10,0","px:900,168:10,1",next-y,1,
113,NODE,add,"px:900,168:11,1",pixel,,,,0.5516339869281045,"187,17,218"
114,EDGE,add,"nx:900,168:10,1",,"px:900,168:10,1","px:900,168:11,1",next-x,1,
115,EDGE,add,"ny:900,168:11,0",,"px:900,168:11,0","px:900,168:11,1",next-y,1,
116,NODE,add,"px:900,168:12,1",pixel,,,,0.5490196078431373,"204,17,199"
117,EDGE,add,"nx:900,168:11,1",,"px:900,168:11,1","px:900,168:12,1",next-x,1,
118,EDGE,add,"ny:900,168:12,0",,"px:900,168:12,0","px:900,168:12,1",next-y,1,
119,NODE,add,"px:900,168:13,1",pixel,,,,0.542483660130719,"221,17,177"
120,EDGE,add,"nx:900,168:12,1",,"px:900,168:12,1","px:900,168:13,1",next-x,1,
121,EDGE,add,"ny:900,168:13,0",,"px:900,168:13,0","px:900,168:13,1",next-y,1,
122,NODE,add,"px:900,168:14,1",pixel,,,,0.5333333333333333,"238,17,153"
123,EDGE,add,"nx:900,168:13,1",,"px:900,168:13,1","px:900,168:14,1",next-x,1,
124,EDGE,add,"ny:900,168:14,0",,"px:900,168:14,0","px:900,168:14,1",next-y,1,
125,NODE,add,"px:900,168:15,1",pixel,,,,0.5228758169934641,"255,17,128"
126,EDGE,add,"nx:900,168:14,1",,"px:900,168:14,1","px:900,168:15,1",next-x,1,
127,EDGE,add,"ny:900,168:15,0",,"px:900,168:15,0","px:900,168:15,1",next-y,1,
128,NODE,add,"px:900,168:0,2",pixel,,,,0.27581699346405225,"0,34,177"
129,EDGE,add,"ny:900,168:0,1",,"px:900,168:0,1","px:900,168:0,2",next-y,1,
130,NODE,add,"px:900,168:1,2",pixel,,,,0.32679738562091504,"17,34,199"
131,EDGE,add,"nx:900,168:0,2",,"px:900,168:0,2","px:900,168:1,2",next-x,1,
132,EDGE,add,"ny:900,168:1,1",,"px:900,168:1,1","px:900,168:1,2",next-y,1,
133,NODE,add,"px:900,168:2,2",pixel,,,,0.3738562091503268,"34,34,218"
134,EDGE,add,"nx:900,168:1,2",,"px:900,168:1,2","px:900,168:2,2",next-x,1,
135,EDGE,add,"ny:900,168:2,1",,"px:900,168:2,1","px:900,168:2,2",next-y,1,
136,NODE,add,"px:900,168:3,2",pixel,,,,0.41699346405228754,"51,34,234"
137,EDGE,add,"nx:900,168:2,2",,"px:900,168:2,2","px:900,168:3,2",next-x,1,
138,EDGE,add,"ny:900,168:3,1",,"px:900,168:3,1","px:900,168:3,2",next-y,1,
139,NODE,add,"px:900,168:4,2",pixel,,,,0.45359477124183006,"68,34,245"
140,EDGE,add,"nx:900,168:3,2",,"px:900,168:3,2","px:900,168:4,2",next-x,1,
141,EDGE,add,"ny:900,168:4,1",,"px:900,168:4,1","px:900,168:4,2",next-y,1,
142,NODE,add,"px:900,168:5,2",pixel,,,,0.48627450980392156,"85,34,253"
143,EDGE,add,"nx:900,168:4,2",,"px:900,168:4,2","px:900,168:5,2",next-x,1,
144,EDGE,add,"ny:900,168:5,1",,"px:900,168:5,1","px:900,168:5,2",next-y,1,
145,NODE,add,"px:900,168:6,2",pixel,,,,0.5111111111111112,"102,34,255"
146,EDGE,add,"nx:900,168:5,2",,"px:900,168:5,2","px:900,168:6,2",next-x,1,
147,EDGE,add,"ny:900,168:6,1",,"px:900,168:6,1","px:900,168:6,2",next-y,1,
148,NODE,add,"px:900,168:7,2",pixel,,,,0.530718954248366,"119,34,253"
149,EDGE,add,"nx:900,168:6,2",,"px:900,168:6,2","px:900,168:7,2",next-x,1,
150,EDGE,add,"ny:900,168:7,1",,"px:900,168:7,1","px:900,168:7,2",next-y,1,
151,NODE,add,"px:900,168:8,2",pixel,,,,0.542483660130719,"136,34,245"
152,EDGE,add,"nx:900,168:7,2",,"px:900,168:7,2","px:900,168:8,2",next-x,1,
153,EDGE,add,"ny:900,168:8,1",,"px:900,168:8,1","px:900,168:8,2",next-y,1,
154,NODE,add,"px:900,168:9,2",pixel,,,,0.550326797385621,"153,34,234"
155,EDGE,add,"nx:900,168:8,2",,"px:900,168:8,2","px:900,168:9,2",next-x,1,
156,EDGE,add,"ny:900,168:9,1",,"px:900,168:9,1","px:900,168:9,2",next-y,1,
157,NODE,add,"px:900,168:10,2",pixel,,,,0.5516339869281045,"170,34,218"
158,EDGE,add,"nx:900,168:9,2",,"px:900,168:9,2","px:900,168:10,2",next-x,1,
159,EDGE,add,"ny:900,168:10,1",,"px:900,168:10,1","px:900,168:10,2",next-y,1,
160,NODE,add,"px:900,168:11,2",pixel,,,,0.5490196078431373,"187,34,199"
161,EDGE,add,"nx:900,168:10,2",,"px:900,168:10,2","px:900,168:11,2",next-x,1,
162,EDGE,add,"ny:900,168:11,1",,"px:900,168:11,1","px:900,168:11,2",next-y,1,
163,NODE,add,"px:900,168:12,2",pixel,,,,0.542483660130719,"204,34,177"
164,EDGE,add,"nx:900,168:11,2",,"px:900,168:11,2","px:900,168:12,2",next-x,1,
165,EDGE,add,"ny:900,168:12,1",,"px:900,168:12,1","px:900,168:12,2",next-y,1,
166,NODE,add,"px:900,168:13,2",pixel,,,,0.5333333333333333,"221,34,153"
167,EDGE,add,"nx:900,168:12,2",,"px:900,168:12,2","px:900,168:13,2",next-x,1,
168,EDGE,add,"ny:900,168:13,1",,"px:900,168:13,1","px:900,168:13,2",next-y,1,
169,NODE,add,"px:900,168:14,2",pixel,,,,0.5228758169934641,"238,34,128"
170,EDGE,add,"nx:900,168:13,2",,"px:900,168:13,2","px:900,168:14,2",next-x,1,
171,EDGE,add,"ny:900,168:14,1",,"px:900,168:14,1","px:900,168:14,2",next-y,1,
172,NODE,add,"px:900,168:15,2",pixel,,,,0.5124183006535947,"255,34,103"
173,EDGE,add,"nx:900,168:14,2",,"px:900,168:14,2","px:900,168:15,2",next-x,1,
174,EDGE,add,"ny:900,168:15,1",,"px:900,168:15,1","px:900,168:15,2",next-y,1,
175,NODE,add,"px:900,168:0,3",pixel,,,,0.32679738562091504,"0,51,199"
176,EDGE,add,"ny:900,168:0,2",,"px:900,168:0,2","px:900,168:0,3",next-y,1,
177,NODE,add,"px:900,168:1,3",pixel,,,,0.3738562091503268,"17,51,218"
178,EDGE,add,"nx:900,168:0,3",,"px:900,168:0,3","px:900,168:1,3",next-x,1,
179,EDGE,add,"ny:900,168:1,2",,"px:900,168:1,2","px:900,168:1,3",next-y,1,
180,NODE,add,"px:900,168:2,3",pixel,,,,0.41699346405228754,"34,51,234"
181,EDGE,add,"nx:900,168:1,3",,"px:900,168:1,3","px:900,168:2,3",next-x,1,
182,EDGE,add,"ny:900,168:2,2",,"px:900,168:2,2","px:900,168:2,3",next-y,1,
183,NODE,add,"px:900,168:3,3",pixel,,,,0.45359477124183006,"51,51,245"
184,EDGE,add,"nx:900,168:2,3",,"px:900,168:2,3","px:900,168:3,3",next-x,1,
185,EDGE,add,"ny:900,168:3,2",,"px:900,168:3,2","px:900,168:3,3",next-y,1,
186,NODE,add,"px:900,168:4,3",pixel,,,,0.48627450980392156,"68,51,253"
187,EDGE,add,"nx:900,168:3,3",,"px:900,168:3,3","px:900,168:4,3",next-x,1,
188,EDGE,add,"ny:900,168:4,2",,"px:900,168:4,2","px:900,168:4,3",next-y,1,
189,NODE,add,"px:900,168:5,3",pixel,,,,0.5111111111111112,"85,51,255"
190,EDGE,add,"nx:900,168:4,3",,"px:900,168:4,3","px:900,168:5,3",next-x,1,
191,EDGE,add,"ny:900,168:5,2",,"px:900,168:5,2","px:900,168:5,3",next-y,1,
192,NODE,add,"px:900,168:6,3",pixel,,,,0.530718954248366,"102,51,253"
193,EDGE,add,"nx:900,168:5,3",,"px:900,168:5,3","px:900,168:6,3",next-x,1,
194,EDGE,add,"ny:900,168:6,2",,"px:900,168:6,2","px:900,168:6,3",next-y,1,
195,NODE,add,"px:900,168:7,3",pixel,,,,0.542483660130719,"119,51,245"
196,EDGE,add,"nx:900,168:6,3",,"px:900,168:6,3","px:900,168:7,3",next-x,1,
197,EDGE,add,"ny:900,168:7,2",,"px:900,168:7,2","px:900,168:7,3",next-y,1,
198,NODE,add,"px:900,168:8,3",pixel,,,,0.550326797385621,"136,51,234"
199,EDGE,add,"nx:900,168:7,3",,"px:900,168:7,3","px:900,168:8,3",next-x,1,
200,EDGE,add,"ny:900,168:8,2",,"px:900,168:8,2","px:900,168:8,3",next-y,1,
201,NODE,add,"px:900,168:9,3",pixel,,,,0.5516339869281045,"153,51,218"
202,EDGE,add,"nx:900,168:8,3",,"px:900,168:8,3","px:900,168:9,3",next-x,1,
203,EDGE,add,"ny:900,168:9,2",,"px:900,168:9,2","px:900,168:9,3",next-y,1,
204,NODE,add,"px:900,168:10,3",pixel,,,,0.5490196078431373,"170,51,199"
205,EDGE,add,"nx:900,168:9,3",,"px:900,168:9,3","px:900,168:10,3",next-x,1,
206,EDGE,add,"ny:900,168:10,2",,"px:900,168:10,2","px:900,168:10,3",next-y,1,
207,NODE,add,"px:900,168:11,3",pixel,,,,0.542483660130719,"187,51,177"
208,EDGE,add,"nx:900,168:10,3",,"px:900,168:10,3","px:900,168:11,3",next-x,1,
209,EDGE,add,"ny:900,168:11,2",,"px:900,168:11,2","px:900,168:11,3",next-y,1,
210,NODE,add,"px:900,168:12,3",pixel,,,,0.5333333333333333,"204,51,153"
211,EDGE,add,"nx:900,168:11,3",,"px:900,168:11,3","px:900,168:12,3",next-x,1,
212,EDGE,add,"ny:900,168:12,2",,"px:900,168:12,2","px:900,168:12,3",next-y,1,
213,NODE,add,"px:900,168:13,3",pixel,,,,0.5228758169934641,"221,51,128"
214,EDGE,add,"nx:900,168:12,3",,"px:900,168:12,3","px:900,168:13,3",next-x,1,
215,EDGE,add,"ny:900,168:13,2",,"px:900,168:13,2","px:900,168:13,3",next-y,1,
216,NODE,add,"px:900,168:14,3",pixel,,,,0.5124183006535947,"238,51,103"
217,EDGE,add,"nx:900,168:13,3",,"px:900,168:13,3","px:900,168:14,3",next-x,1,
218,EDGE,add,"ny:900,168:14,2",,"px:900,168:14,2","px:900,168:14,3",next-y,1,
219,NODE,add,"px:900,168:15,3",pixel,,,,0.5032679738562091,"255,51,79"
220,EDGE,add,"nx:900,168:14,3",,"px:900,168:14,3","px:900,168:15,3",next-x,1,
221,EDGE,add,"ny:900,168:15,2",,"px:900,168:15,2","px:900,168:15,3",next-y,1,
222,NODE,add,"px:900,168:0,4",pixel,,,,0.3738562091503268,"0,68,218"
223,EDGE,add,"ny:900,168:0,3",,"px:900,168:0,3","px:900,168:0,4",next-y,1,
224,NODE,add,"px:900,168:1,4",pixel,,,,0.41699346405228754,"17,68,234"
225,EDGE,add,"nx:900,168:0,4",,"px:900,168:0,4","px:900,168:1,4",next-x,1,
226,EDGE,add,"ny:900,168:1,3",,"px:900,168:1,3","px:900,168:1,4",next-y,1,
227,NODE,add,"px:900,168:2,4",pixel,,,,0.45359477124183006,"34,68,245"
228,EDGE,add,"nx:900,168:1,4",,"px:900,168:1,4","px:900,168:2,4",next-x,1,
229,EDGE,add,"ny:900,168:2,3",,"px:900,168:2,3","px:900,168:2,4",next-y,1,
230,NODE,add,"px:900,168:3,4",pixel,,,,0.48627450980392156,"51,68,253"
231,EDGE,add,"nx:900,168:2,4",,"px:900,168:2,4","px:900,168:3,4",next-x,1,
232,EDGE,add,"ny:900,168:3,3",,"px:900,168:3,3","px:900,168:3,4",next-y,1,
233,NODE,add,"px:900,168:4,4",pixel,,,,0.5111111111111112,"68,68,255"
234,EDGE,add,"nx:900,168:3,4",,"px:900,168:3,4","px:900,168:4,4",next-x,1,
235,EDGE,add,"ny:900,168:4,3",,"px:900,168:4,3","px:900,168:4,4",next-y,1,
236,NODE,add,"px:900,168:5,4",pixel,,,,0.530718954248366,"85,68,253"
237,EDGE,add,"nx:900,168:4,4",,"px:900,168:4,4","px:900,168:5,4",next-x,1,
238,EDGE,add,"ny:900,168:5,3",,"px:900,168:5,3","px:900,168:5,4",next-y,1,
239,NODE,add,"px:900,168:6,4",pixel,,,,0.542483660130719,"102,68,245"
240,EDGE,add,"nx:900,168:5,4",,"px:900,168:5,4","px:900,168:6,4",next-x,1,
241,EDGE,add,"ny:900,168:6,3",,"px:900,168:6,3","px:900,168:6,4",next-y,1,
242,NODE,add,"px:900,168:7,4",pixel,,,,0.550326797385621,"119,68,234"
243,EDGE,add,"nx:900,168:6,4",,"px:900,168:6,4","px:900,168:7,4",next-x,1,
244,EDGE,add,"ny:900,168:7,3",,"px:900,168:7,3","px:900,168:7,4",next-y,1,
245,NODE,add,"px:900,168:8,4",pixel,,,,0.5516339869281045,"136,68,218"
246,EDGE,add,"nx:900,168:7,4",,"px:900,168:7,4","px:900,168:8,4",next-x,1,
247,EDGE,add,"ny:900,168:8,3",,"px:900,168:8,3","px:900,168:8,4",next-y,1,
248,NODE,add,"px:900,168:9,4",pixel,,,,0.5490196078431373,"153,68,199"
249,EDGE,add,"nx:900,168:8,4",,"px:900,168:8,4","px:900,168:9,4",next-x,1,
250,EDGE,add,"ny:900,168:9,3",,"px:900,168:9,3","px:900,168:9,4",next-y,1,
251,NODE,add,"px:900,168:10,4",pixel,,,,0.542483660130719,"170,68,177"
252,EDGE,add,"nx:900,168:9,4",,"px:900,168:9,4","px:900,168:10,4",next-x,1,
253,EDGE,add,"ny:900,168:10,3",,"px:900,168:10,3","px:900,168:10,4",next-y,1,
254,NODE,add,"px:900,168:11,4",pixel,,,,0.5333333333333333,"187,68,153"
255,EDGE,add,"nx:900,168:10,4",,"px:900,168:10,4","px:900,168:11,4",next-x,1,
256,EDGE,add,"ny:900,168:11,3",,"px:900,168:11,3","px:900,168:11,4",next-y,1,
257,NODE,add,"px:900,168:12,4",pixel,,,,0.5228758169934641,"204,68,128"
258,EDGE,add,"nx:900,168:11,4",,"px:900,168:11,4","px:900,168:12,4",next-x,1,
259,EDGE,add,"ny:900,168:12,3",,"px:900,168:12,3","px:900,168:12,4",next-y,1,
260,NODE,add,"px:900,168:13,4",pixel,,,,0.5124183006535947,"221,68,103"
261,EDGE,add,"nx:900,168:12,4",,"px:900,168:12,4","px:900,168:13,4",next-x,1,
262,EDGE,add,"ny:900,168:13,3",,"px:900,168:13,3","px:900,168:13,4",next-y,1,
263,NODE,add,"px:900,168:14,4",pixel,,,,0.5032679738562091,"238,68,79"
264,EDGE,add,"nx:900,168:13,4",,"px:900,168:13,4","px:900,168:14,4",next-x,1,
265,EDGE,add,"ny:900,168:14,3",,"px:900,168:14,3","px:900,168:14,4",next-y,1,
266,NODE,add,"px:900,168:15,4",pixel,,,,0.49673202614379086,"255,68,57"
267,EDGE,add,"nx:900,168:14,4",,"px:900,168:14,4","px:900,168:15,4",next-x,1,
268,EDGE,add,"ny:900,168:15,3",,"px:900,168:15,3","px:900,168:15,4",next-y,1,
269,NODE,add,"px:900,168:0,5",pixel,,,,0.41699346405228754,"0,85,234"
270,EDGE,add,"ny:900,168:0,4",,"px:900,168:0,4","px:900,168:0,5",next-y,1,
271,NODE,add,"px:900,168:1,5",pixel,,,,0.45359477124183006,"17,85,245"
272,EDGE,add,"nx:900,168:0,5",,"px:900,168:0,5","px:900,168:1,5",next-x,1,
273,EDGE,add,"ny:900,168:1,4",,"px:900,168:1,4","px:900,168:1,5",next-y,1,
274,NODE,add,"px:900,168:2,5",pixel,,,,0.48627450980392156,"34,85,253"
275,EDGE,add,"nx:900,168:1,5",,"px:900,168:1,5","px:900,168:2,5",next-x,1,
276,EDGE,add,"ny:900,168:2,4",,"px:900,168:2,4","px:900,168:2,5",next-y,1,
277,NODE,add,"px:900,168:3,5",pixel,,,,0.5111111111111112,"51,85,255"
278,EDGE,add,"nx:900,168:2,5",,"px:900,168:2,5","px:900,168:3,5",next-x,1,
279,EDGE,add,"ny:900,168:3,4",,"px:900,168:3,4","px:900,168:3,5",next-y,1,
