t,type,op,id,kind,source,target,layer,weight,label
280,NODE,add,"px:900,168:4,5",pixel,,,,0.530718954248366,"68,85,253"
281,EDGE,add,"nx:900,168:3,5",,"px:900,168:3,5","px:900,168:4,5",next-x,1,
282,EDGE,add,"ny:900,168:4,4",,"px:900,168:4,4","px:900,168:4,5",next-y,1,
283,NODE,add,"px:900,168:5,5",pixel,,,,0.542483660130719,"85,85,245"
284,EDGE,add,"nx:900,168:4,5",,"px:900,168:4,5","px:900,168:5,5",next-x,1,
285,EDGE,add,"ny:900,168:5,4",,"px:900,168:5,4","px:900,168:5,5",next-y,1,
286,NODE,add,"px:900,168:6,5",pixel,,,,0.550326797385621,"102,85,234"
287,EDGE,add,"nx:900,168:5,5",,"px:900,168:5,5","px:900,168:6,5",next-x,1,
288,EDGE,add,"ny:900,168:6,4",,"px:900,168:6,4","px:900,168:6,5",next-y,1,
289,NODE,add,"px:900,168:7,5",pixel,,,,0.5516339869281045,"119,85,218"
290,EDGE,add,"nx:900,168:6,5",,"px:900,168:6,5","px:900,168:7,5",next-x,1,
291,EDGE,add,"ny:900,168:7,4",,"px:900,168:7,4","px:900,168:7,5",next-y,1,
292,NODE,add,"px:900,168:8,5",pixel,,,,0.5490196078431373,"136,85,199"
293,EDGE,add,"nx:900,168:7,5",,"px:900,168:7,5","px:900,168:8,5",next-x,1,
294,EDGE,add,"ny:900,168:8,4",,"px:900,168:8,4","px:900,168:8,5",next-y,1,
295,NODE,add,"px:900,168:9,5",pixel,,,,0.542483660130719,"153,85,177"
296,EDGE,add,"nx:900,168:8,5",,"px:900,168:8,5","px:900,168:9,5",next-x,1,
297,EDGE,add,"ny:900,168:9,4",,"px:900,168:9,4","px:900,168:9,5",next-y,1,
298,NODE,add,"px:900,168:10,5",pixel,,,,0.5333333333333333,"170,85,153"
299,EDGE,add,"nx:900,168:9,5",,"px:900,168:9,5","px:900,168:10,5",next-x,1,
300,EDGE,add,"ny:900,168:10,4",,"px:900,168:10,4","px:900,168:10,5",next-y,1,
301,NODE,add,"px:900,168:11,5",pixel,,,,0.5228758169934641,"187,85,128"
302,EDGE,add,"nx:900,168:10,5",,"px:900,168:10,5","px:900,168:11,5",next-x,1,
303,EDGE,add,"ny:900,168:11,4",,"px:900,168:11,4","px:900,168:11,5",next-y,1,
304,NODE,add,"px:900,168:12,5",pixel,,,,0.5124183006535947,"204,85,103"
305,EDGE,add,"nx:900,168:11,5",,"px:900,168:11,5","px:900,168:12,5",next-x,1,
306,EDGE,add,"ny:900,168:12,4",,"px:900,168:12,4","px:900,168:12,5",next-y,1,
307,NODE,add,"px:900,168:13,5",pixel,,,,0.5032679738562091,"221,85,79"
308,EDGE,add,"nx:900,168:12,5",,"px:900,168:12,5","px:900,168:13,5",next-x,1,
309,EDGE,add,"ny:900,168:13,4",,"px:900,168:13,4","px:900,168:13,5",next-y,1,
310,NODE,add,"px:900,168:14,5",pixel,,,,0.49673202614379086,"238,85,57"
311,EDGE,add,"nx:900,168:13,5",,"px:900,168:13,5","px:900,168:14,5",next-x,1,
312,EDGE,add,"ny:900,168:14,4",,"px:900,168:14,4","px:900,168:14,5",next-y,1,
313,NODE,add,"px:900,168:15,5",pixel,,,,0.49411764705882355,"255,85,38"
314,EDGE,add,"nx:900,168:14,5",,"px:900,168:14,5","px:900,168:15,5",next-x,1,
315,EDGE,add,"ny:900,168:15,4",,"px:900,168:15,4","px:900,168:15,5",next-y,1,
316,NODE,add,"px:900,168:0,6",pixel,,,,0.45359477124183006,"0,102,245"
317,EDGE,add,"ny:900,168:0,5",,"px:900,168:0,5","px:900,168:0,6",next-y,1,
318,NODE,add,"px:900,168:1,6",pixel,,,,0.48627450980392156,"17,102,253"
319,EDGE,add,"nx:900,168:0,6",,"px:900,168:0,6","px:900,168:1,6",next-x,1,
320,EDGE,add,"ny:900,168:1,5",,"px:900,168:1,5","px:900,168:1,6",next-y,1,
321,NODE,add,"px:900,168:2,6",pixel,,,,0.5111111111111112,"34,102,255"
322,EDGE,add,"nx:900,168:1,6",,"px:900,168:1,6","px:900,168:2,6",next-x,1,
323,EDGE,add,"ny:900,168:2,5",,"px:900,168:2,5","px:900,168:2,6",next-y,1,
324,NODE,add,"px:900,168:3,6",pixel,,,,0.530718954248366,"51,102,253"
325,EDGE,add,"nx:900,168:2,6",,"px:900,168:2,6","px:900,168:3,6",next-x,1,
326,EDGE,add,"ny:900,168:3,5",,"px:900,168:3,5","px:900,168:3,6",next-y,1,
327,NODE,add,"px:900,168:4,6",pixel,,,,0.542483660130719,"68,102,245"
328,EDGE,add,"nx:900,168:3,6",,"px:900,168:3,6","px:900,168:4,6",next-x,1,
329,EDGE,add,"ny:900,168:4,5",,"px:900,168:4,5","px:900,168:4,6",next-y,1,
330,NODE,add,"px:900,168:5,6",pixel,,,,0.550326797385621,"85,102,234"
331,EDGE,add,"nx:900,168:4,6",,"px:900,168:4,6","px:900,168:5,6",next-x,1,
332,EDGE,add,"ny:900,168:5,5",,"px:900,168:5,5","px:900,168:5,6",next-y,1,
333,NODE,add,"px:900,168:6,6",pixel,,,,0.5516339869281045,"102,102,218"
334,EDGE,add,"nx:900,168:5,6",,"px:900,168:5,6","px:900,168:6,6",next-x,1,
335,EDGE,add,"ny:900,168:6,5",,"px:900,168:6,5","px:900,168:6,6",next-y,1,
336,NODE,add,"px:900,168:7,6",pixel,,,,0.5490196078431373,"119,102,199"
337,EDGE,add,"nx:900,168:6,6",,"px:900,168:6,6","px:900,168:7,6",next-x,1,
338,EDGE,add,"ny:900,168:7,5",,"px:900,168:7,5","px:900,168:7,6",next-y,1,
339,NODE,add,"px:900,168:8,6",pixel,,,,0.542483660130719,"136,102,177"
340,EDGE,add,"nx:900,168:7,6",,"px:900,168:7,6","px:900,168:8,6",next-x,1,
341,EDGE,add,"ny:900,168:8,5",,"px:900,168:8,5","px:900,168:8,6",next-y,1,
342,NODE,add,"px:900,168:9,6",pixel,,,,0.5333333333333333,"153,102,153"
343,EDGE,add,"nx:900,168:8,6",,"px:900,168:8,6","px:900,168:9,6",next-x,1,
344,EDGE,add,"ny:900,168:9,5",,"px:900,168:9,5","px:900,168:9,6",next-y,1,
345,NODE,add,"px:900,168:10,6",pixel,,,,0.5228758169934641,"170,102,128"
346,EDGE,add,"nx:900,168:9,6",,"px:900,168:9,6","px:900,168:10,6",next-x,1,
347,EDGE,add,"ny:900,168:10,5",,"px:900,168:10,5","px:900,168:10,6",next-y,1,
348,NODE,add,"px:900,168:11,6",pixel,,,,0.5124183006535947,"187,102,103"
349,EDGE,add,"nx:900,168:10,6",,"px:900,168:10,6","px:900,168:11,6",next-x,1,
350,EDGE,add,"ny:900,168:11,5",,"px:900,168:11,5","px:900,168:11,6",next-y,1,
351,NODE,add,"px:900,168:12,6",pixel,,,,0.5032679738562091,"204,102,79"
352,EDGE,add,"nx:900,168:11,6",,"px:900,168:11,6","px:900,168:12,6",next-x,1,
353,EDGE,add,"ny:900,168:12,5",,"px:900,168:12,5","px:900,168:12,6",next-y,1,
354,NODE,add,"px:900,168:13,6",pixel,,,,0.49673202614379086,"221,102,57"
355,EDGE,add,"nx:900,168:12,6",,"px:900,168:12,6","px:900,168:13,6",next-x,1,
356,EDGE,add,"ny:900,168:13,5",,"px:900,168:13,5","px:900,168:13,6",next-y,1,
357,NODE,add,"px:900,168:14,6",pixel,,,,0.49411764705882355,"238,102,38"
358,EDGE,add,"nx:900,168:13,6",,"px:900,168:13,6","px:900,168:14,6",next-x,1,
359,EDGE,add,"ny:900,168:14,5",,"px:900,168:14,5","px:900,168:14,6",next-y,1,
360,NODE,add,"px:900,168:15,6",pixel,,,,0.49542483660130715,"255,102,22"
361,EDGE,add,"nx:900,168:14,6",,"px:900,168:14,6","px:900,168:15,6",next-x,1,
362,EDGE,add,"ny:900,168:15,5",,"px:900,168:15,5","px:900,168:15,6",next-y,1,
363,NODE,add,"px:900,168:0,7",pixel,,,,0.48627450980392156,"0,119,253"
364,EDGE,add,"ny:900,168:0,6",,"px:900,168:0,6","px:900,168:0,7",next-y,1,
365,NODE,add,"px:900,168:1,7",pixel,,,,0.5111111111111112,"17,119,255"
366,EDGE,add,"nx:900,168:0,7",,"px:900,168:0,7","px:900,168:1,7",next-x,1,
367,EDGE,add,"ny:900,168:1,6",,"px:900,168:1,6","px:900,168:1,7",next-y,1,
368,NODE,add,"px:900,168:2,7",pixel,,,,0.530718954248366,"34,119,253"
369,EDGE,add,"nx:900,168:1,7",,"px:900,168:1,7","px:900,168:2,7",next-x,1,
370,EDGE,add,"ny:900,168:2,6",,"px:900,168:2,6","px:900,168:2,7",next-y,1,
371,NODE,add,"px:900,168:3,7",pixel,,,,0.542483660130719,"51,119,245"
372,EDGE,add,"nx:900,168:2,7",,"px:900,168:2,7","px:900,168:3,7",next-x,1,
373,EDGE,add,"ny:900,168:3,6",,"px:900,168:3,6","px:900,168:3,7",next-y,1,
374,NODE,add,"px:900,168:4,7",pixel,,,,0.550326797385621,"68,119,234"
375,EDGE,add,"nx:900,168:3,7",,"px:900,168:3,7","px:900,168:4,7",next-x,1,
376,EDGE,add,"ny:900,168:4,6",,"px:900,168:4,6","px:900,168:4,7",next-y,1,
377,NODE,add,"px:900,168:5,7",pixel,,,,0.5516339869281045,"85,119,218"
378,EDGE,add,"nx:900,168:4,7",,"px:900,168:4,7","px:900,168:5,7",next-x,1,
379,EDGE,add,"ny:900,168:5,6",,"px:900,168:5,6","px:900,168:5,7",next-y,1,
380,NODE,add,"px:900,168:6,7",pixel,,,,0.5490196078431373,"102,119,199"
381,EDGE,add,"nx:900,168:5,7",,"px:900,168:5,7","px:900,168:6,7",next-x,1,
382,EDGE,add,"ny:900,168:6,6",,"px:900,168:6,6","px:900,168:6,7",next-y,1,
383,NODE,add,"px:900,168:7,7",pixel,,,,0.542483660130719,"119,119,177"
384,EDGE,add,"nx:900,168:6,7",,"px:900,168:6,7","px:900,168:7,7",next-x,1,
385,EDGE,add,"ny:900,168:7,6",,"px:900,168:7,6","px:900,168:7,7",next-y,1,
386,NODE,add,"px:900,168:8,7",pixel,,,,0.5333333333333333,"136,119,153"
387,EDGE,add,"nx:900,168:7,7",,"px:900,168:7,7","px:900,168:8,7",next-x,1,
388,EDGE,add,"ny:900,168:8,6",,"px:900,168:8,6","px:900,168:8,7",next-y,1,
389,NODE,add,"px:900,168:9,7",pixel,,,,0.5228758169934641,"153,119,128"
390,EDGE,add,"nx:900,168:8,7",,"px:900,168:8,7","px:900,168:9,7",next-x,1,
391,EDGE,add,"ny:900,168:9,6",,"px:900,168:9,6","px:900,168:9,7",next-y,1,
392,NODE,add,"px:900,168:10,7",pixel,,,,0.5124183006535947,"170,119,103"
393,EDGE,add,"nx:900,168:9,7",,"px:900,168:9,7","px:900,168:10,7",next-x,1,
394,EDGE,add,"ny:900,168:10,6",,"px:900,168:10,6","px:900,168:10,7",next-y,1,
395,NODE,add,"px:900,168:11,7",pixel,,,,0.5032679738562091,"187,119,79"
396,EDGE,add,"nx:900,168:10,7",,"px:900,168:10,7","px:900,168:11,7",next-x,1,
397,EDGE,add,"ny:900,168:11,6",,"px:900,168:11,6","px:900,168:11,7",next-y,1,
398,NODE,add,"px:900,168:12,7",pixel,,,,0.49673202614379086,"204,119,57"
399,EDGE,add,"nx:900,168:11,7",,"px:900,168:11,7","px:900,168:12,7",next-x,1,
400,EDGE,add,"ny:900,168:12,6",,"px:900,168:12,6","px:900,168:12,7",next-y,1,
401,NODE,add,"px:900,168:13,7",pixel,,,,0.49411764705882355,"221,119,38"
402,EDGE,add,"nx:900,168:12,7",,"px:900,168:12,7","px:900,168:13,7",next-x,1,
403,EDGE,add,"ny:900,168:13,6",,"px:900,168:13,6","px:900,168:13,7",next-y,1,
404,NODE,add,"px:900,168:14,7",pixel,,,,0.49542483660130715,"238,119,22"
405,EDGE,add,"nx:900,168:13,7",,"px:900,168:13,7","px:900,168:14,7",next-x,1,
406,EDGE,add,"ny:900,168:14,6",,"px:900,168:14,6","px:900,168:14,7",next-y,1,
407,NODE,add,"px:900,168:15,7",pixel,,,,0.5032679738562091,"255,119,11"
408,EDGE,add,"nx:900,168:14,7",,"px:900,168:14,7","px:900,168:15,7",next-x,1,
409,EDGE,add,"ny:900,168:15,6",,"px:900,168:15,6","px:900,168:15,7",next-y,1,
410,NODE,add,"px:900,168:0,8",pixel,,,,0.5111111111111112,"0,136,255"
411,EDGE,add,"ny:900,168:0,7",,"px:900,168:0,7","px:900,168:0,8",next-y,1,
412,NODE,add,"px:900,168:1,8",pixel,,,,0.530718954248366,"17,136,253"
413,EDGE,add,"nx:900,168:0,8",,"px:900,168:0,8","px:900,168:1,8",next-x,1,
414,EDGE,add,"ny:900,168:1,7",,"px:900,168:1,7","px:900,168:1,8",next-y,1,
415,NODE,add,"px:900,168:2,8",pixel,,,,0.542483660130719,"34,136,245"
416,EDGE,add,"nx:900,168:1,8",,"px:900,168:1,8","px:900,168:2,8",next-x,1,
417,EDGE,add,"ny:900,168:2,7",,"px:900,168:2,7","px:900,168:2,8",next-y,1,
418,NODE,add,"px:900,168:3,8",pixel,,,,0.550326797385621,"51,136,234"
419,EDGE,add,"nx:900,168:2,8",,"px:900,168:2,8","px:900,168:3,8",next-x,1,
420,EDGE,add,"ny:900,168:3,7",,"px:900,168:3,7","px:900,168:3,8",next-y,1,
421,NODE,add,"px:900,168:4,8",pixel,,,,0.5516339869281045,"68,136,218"
422,EDGE,add,"nx:900,168:3,8",,"px:900,168:3,8","px:900,168:4,8",next-x,1,
423,EDGE,add,"ny:900,168:4,7",,"px:900,168:4,7","px:900,168:4,8",next-y,1,
424,NODE,add,"px:900,168:5,8",pixel,,,,0.5490196078431373,"85,136,199"
425,EDGE,add,"nx:900,168:4,8",,"px:900,168:4,8","px:900,168:5,8",next-x,1,
426,EDGE,add,"ny:900,168:5,7",,"px:900,168:5,7","px:900,168:5,8",next-y,1,
427,NODE,add,"px:900,168:6,8",pixel,,,,0.542483660130719,"102,136,177"
428,EDGE,add,"nx:900,168:5,8",,"px:900,168:5,8","px:900,168:6,8",next-x,1,
429,EDGE,add,"ny:900,168:6,7",,"px:900,168:6,7","px:900,168:6,8",next-y,1,
430,NODE,add,"px:900,168:7,8",pixel,,,,0.5333333333333333,"119,136,153"
431,EDGE,add,"nx:900,168:6,8",,"px:900,168:6,8","px:900,168:7,8",next-x,1,
432,EDGE,add,"ny:900,168:7,7",,"px:900,168:7,7","px:900,168:7,8",next-y,1,
433,NODE,add,"px:900,168:8,8",pixel,,,,0.5228758169934641,"136,136,128"
434,EDGE,add,"nx:900,168:7,8",,"px:900,168:7,8","px:900,168:8,8",next-x,1,
435,EDGE,add,"ny:900,168:8,7",,"px:900,168:8,7","px:900,168:8,8",next-y,1,
436,NODE,add,"px:900,168:9,8",pixel,,,,0.5124183006535947,"153,136,103"
437,EDGE,add,"nx:900,168:8,8",,"px:900,168:8,8","px:900,168:9,8",next-x,1,
438,EDGE,add,"ny:900,168:9,7",,"px:900,168:9,7","px:900,168:9,8",next-y,1,
439,NODE,add,"px:900,168:10,8",pixel,,,,0.5032679738562091,"170,136,79"
440,EDGE,add,"nx:900,168:9,8",,"px:900,168:9,8","px:900,168:10,8",next-x,1,
441,EDGE,add,"ny:900,168:10,7",,"px:900,168:10,7","px:900,168:10,8",next-y,1,
442,NODE,add,"px:900,168:11,8",pixel,,,,0.49673202614379086,"187,136,57"
443,EDGE,add,"nx:900,168:10,8",,"px:900,168:10,8","px:900,168:11,8",next-x,1,
444,EDGE,add,"ny:900,168:11,7",,"px:900,168:11,7","px:900,168:11,8",next-y,1,
445,NODE,add,"px:900,168:12,8",pixel,,,,0.49411764705882355,"204,136,38"
446,EDGE,add,"nx:900,168:11,8",,"px:900,168:11,8","px:900,168:12,8",next-x,1,
447,EDGE,add,"ny:900,168:12,7",,"px:900,168:12,7","px:900,168:12,8",next-y,1,
448,NODE,add,"px:900,168:13,8",pixel,,,,0.49542483660130715,"221,136,22"
449,EDGE,add,"nx:900,168:12,8",,"px:900,168:12,8","px:900,168:13,8",next-x,1,
450,EDGE,add,"ny:900,168:13,7",,"px:900,168:13,7","px:900,168:13,8",next-y,1,
451,NODE,add,"px:900,168:14,8",pixel,,,,0.5032679738562091,"238,136,11"
452,EDGE,add,"nx:900,168:13,8",,"px:900,168:13,8","px:900,168:14,8",next-x,1,
453,EDGE,add,"ny:900,168:14,7",,"px:900,168:14,7","px:900,168:14,8",next-y,1,
454,NODE,add,"px:900,168:15,8",pixel,,,,0.5150326797385621,"255,136,3"
455,EDGE,add,"nx:900,168:14,8",,"px:900,168:14,8","px:900,168:15,8",next-x,1,
456,EDGE,add,"ny:900,168:15,7",,"px:900,168:15,7","px:900,168:15,8",next-y,1,
457,NODE,add,"px:900,168:0,9",pixel,,,,0.530718954248366,"0,153,253"
458,EDGE,add,"ny:900,168:0,8",,"px:900,168:0,8","px:900,168:0,9",next-y,1,
459,NODE,add,"px:900,168:1,9",pixel,,,,0.542483660130719,"17,153,245"
460,EDGE,add,"nx:900,168:0,9",,"px:900,168:0,9","px:900,168:1,9",next-x,1,
461,EDGE,add,"ny:900,168:1,8",,"px:900,168:1,8","px:900,168:1,9",next-y,1,
462,NODE,add,"px:900,168:2,9",pixel,,,,0.550326797385621,"34,153,234"
463,EDGE,add,"nx:900,168:1,9",,"px:900,168:1,9","px:900,168:2,9",next-x,1,
464,EDGE,add,"ny:900,168:2,8",,"px:900,168:2,8","px:900,168:2,9",next-y,1,
465,NODE,add,"px:900,168:3,9",pixel,,,,0.5516339869281045,"51,153,218"
466,EDGE,add,"nx:900,168:2,9",,"px:900,168:2,9","px:900,168:3,9",next-x,1,
467,EDGE,add,"ny:900,168:3,8",,"px:900,168:3,8","px:900,168:3,9",next-y,1,
468,NODE,add,"px:900,168:4,9",pixel,,,,0.5490196078431373,"68,153,199"
469,EDGE,add,"nx:900,168:3,9",,"px:900,168:3,9","px:900,168:4,9",next-x,1,
470,EDGE,add,"ny:900,168:4,8",,"px:900,168:4,8","px:900,168:4,9",next-y,1,
471,NODE,add,"px:900,168:5,9",pixel,,,,0.542483660130719,"85,153,177"
472,EDGE,add,"nx:900,168:4,9",,"px:900,168:4,9","px:900,168:5,9",next-x,1,
473,EDGE,add,"ny:900,168:5,8",,"px:900,168:5,8","px:900,168:5,9",next-y,1,
474,NODE,add,"px:900,168:6,9",pixel,,,,0.5333333333333333,"102,153,153"
475,EDGE,add,"nx:900,168:5,9",,"px:900,168:5,9","px:900,168:6,9",next-x,1,
476,EDGE,add,"ny:900,168:6,8",,"px:900,168:6,8","px:900,168:6,9",next-y,1,
477,NODE,add,"px:900,168:7,9",pixel,,,,0.5228758169934641,"119,153,128"
478,EDGE,add,"nx:900,168:6,9",,"px:900,168:6,9","px:900,168:7,9",next-x,1,
479,EDGE,add,"ny:900,168:7,8",,"px:900,168:7,8","px:900,168:7,9",next-y,1,
480,NODE,add,"px:900,168:8,9",pixel,,,,0.5124183006535947,"136,153,103"
481,EDGE,add,"nx:900,168:7,9",,"px:900,168:7,9","px:900,168:8,9",next-x,1,
482,EDGE,add,"ny:900,168:8,8",,"px:900,168:8,8","px:900,168:8,9",next-y,1,
483,NODE,add,"px:900,168:9,9",pixel,,,,0.5032679738562091,"153,153,79"
484,EDGE,add,"nx:900,168:8,9",,"px:900,168:8,9","px:900,168:9,9",next-x,1,
485,EDGE,add,"ny:900,168:9,8",,"px:900,168:9,8","px:900,168:9,9",next-y,1,
486,NODE,add,"px:900,168:10,9",pixel,,,,0.49673202614379086,"170,153,57"
487,EDGE,add,"nx:900,168:9,9",,"px:900,168:9,9","px:900,168:10,9",next-x,1,
488,EDGE,add,"ny:900,168:10,8",,"px:900,168:10,8","px:900,168:10,9",next-y,1,
489,NODE,add,"px:900,168:11,9",pixel,,,,0.49411764705882355,"187,153,38"
490,EDGE,add,"nx:900,168:10,9",,"px:900,168:10,9","px:900,168:11,9",next-x,1,
491,EDGE,add,"ny:900,168:11,8",,"px:900,168:11,8","px:900,168:11,9",next-y,1,
492,NODE,add,"px:900,168:12,9",pixel,,,,0.49542483660130715,"204,153,22"
493,EDGE,add,"nx:900,168:11,9",,"px:900,168:11,9","px:900,168:12,9",next-x,1,
494,EDGE,add,"ny:900,168:12,8",,"px:900,168:12,8","px:900,168:12,9",next-y,1,
495,NODE,add,"px:900,168:13,9",pixel,,,,0.5032679738562091,"221,153,11"
496,EDGE,add,"nx:900,168:12,9",,"px:900,168:12,9","px:900,168:13,9",next-x,1,
497,EDGE,add,"ny:900,168:13,8",,"px:900,168:13,8","px:900,168:13,9",next-y,1,
498,NODE,add,"px:900,168:14,9",pixel,,,,0.5150326797385621,"238,153,3"
499,EDGE,add,"nx:900,168:13,9",,"px:900,168:13,9","px:900,168:14,9",next-x,1,
500,EDGE,add,"ny:900,168:14,8",,"px:900,168:14,8","px:900,168:14,9",next-y,1,
501,NODE,add,"px:900,168:15,9",pixel,,,,0.534640522875817,"255,153,1"
502,EDGE,add,"nx:900,168:14,9",,"px:900,168:14,9","px:900,168:15,9",next-x,1,
503,EDGE,add,"ny:900,168:15,8",,"px:900,168:15,8","px:900,168:15,9",next-y,1,
504,NODE,add,"px:900,168:0,10",pixel,,,,0.542483660130719,"0,170,245"
505,EDGE,add,"ny:900,168:0,9",,"px:900,168:0,9","px:900,168:0,10",next-y,1,
506,NODE,add,"px:900,168:1,10",pixel,,,,0.550326797385621,"17,170,234"
507,EDGE,add,"nx:900,168:0,10",,"px:900,168:0,10","px:900,168:1,10",next-x,1,
508,EDGE,add,"ny:900,168:1,9",,"px:900,168:1,9","px:900,168:1,10",next-y,1,
509,NODE,add,"px:900,168:2,10",pixel,,,,0.5516339869281045,"34,170,218"
510,EDGE,add,"nx:900,168:1,10",,"px:900,168:1,10","px:900,168:2,10",next-x,1,
511,EDGE,add,"ny:900,168:2,9",,"px:900,168:2,9","px:900,168:2,10",next-y,1,
512,NODE,add,"px:900,168:3,10",pixel,,,,0.5490196078431373,"51,170,199"
513,EDGE,add,"nx:900,168:2,10",,"px:900,168:2,10","px:900,168:3,10",next-x,1,
514,EDGE,add,"ny:900,168:3,9",,"px:900,168:3,9","px:900,168:3,10",next-y,1,
515,NODE,add,"px:900,168:4,10",pixel,,,,0.542483660130719,"68,170,177"
516,EDGE,add,"nx:900,168:3,10",,"px:900,168:3,10","px:900,168:4,10",next-x,1,
517,EDGE,add,"ny:900,168:4,9",,"px:900,168:4,9","px:900,168:4,10",next-y,1,
518,NODE,add,"px:900,168:5,10",pixel,,,,0.5333333333333333,"85,170,153"
519,EDGE,add,"nx:900,168:4,10",,"px:900,168:4,10","px:900,168:5,10",next-x,1,
520,EDGE,add,"ny:900,168:5,9",,"px:900,168:5,9","px:900,168:5,10",next-y,1,
521,NODE,add,"px:900,168:6,10",pixel,,,,0.5228758169934641,"102,170,128"
522,EDGE,add,"nx:900,168:5,10",,"px:900,168:5,10","px:900,168:6,10",next-x,1,
523,EDGE,add,"ny:900,168:6,9",,"px:900,168:6,9","px:900,168:6,10",next-y,1,
524,NODE,add,"px:900,168:7,10",pixel,,,,0.5124183006535947,"119,170,103"
525,EDGE,add,"nx:900,168:6,10",,"px:900,168:6,10","px:900,168:7,10",next-x,1,
526,EDGE,add,"ny:900,168:7,9",,"px:900,168:7,9","px:900,168:7,10",next-y,1,
527,NODE,add,"px:900,168:8,10",pixel,,,,0.5032679738562091,"136,170,79"
528,EDGE,add,"nx:900,168:7,10",,"px:900,168:7,10","px:900,168:8,10",next-x,1,
529,EDGE,add,"ny:900,168:8,9",,"px:900,168:8,9","px:900,168:8,10",next-y,1,
530,NODE,add,"px:900,168:9,10",pixel,,,,0.49673202614379086,"153,170,57"
531,EDGE,add,"nx:900,168:8,10",,"px:900,168:8,10","px:900,168:9,10",next-x,1,
532,EDGE,add,"ny:900,168:9,9",,"px:900,168:9,9","px:900,168:9,10",next-y,1,
533,NODE,add,"px:900,168:10,10",pixel,,,,0.49411764705882355,"170,170,38"
534,EDGE,add,"nx:900,168:9,10",,"px:900,168:9,10","px:900,168:10,10",next-x,1,
535,EDGE,add,"ny:900,168:10,9",,"px:900,168:10,9","px:900,168:10,10",next-y,1,
536,NODE,add,"px:900,168:11,10",pixel,,,,0.49542483660130715,"187,170,22"
537,EDGE,add,"nx:900,168:10,10",,"px:900,168:10,10","px:900,168:11,10",next-x,1,
538,EDGE,add,"ny:900,168:11,9",,"px:900,168:11,9","px:900,168:11,10",next-y,1,
539,NODE,add,"px:900,168:12,10",pixel,,,,0.5032679738562091,"204,170,11"
540,EDGE,add,"nx:900,168:11,10",,"px:900,168:11,10","px:900,168:12,10",next-x,1,
541,EDGE,add,"ny:900,168:12,9",,"px:900,168:12,9","px:900,168:12,10",next-y,1,
542,NODE,add,"px:900,168:13,10",pixel,,,,0.5150326797385621,"221,170,3"
543,EDGE,add,"nx:900,168:12,10",,"px:900,168:12,10","px:900,168:13,10",next-x,1,
544,EDGE,add,"ny:900,168:13,9",,"px:900,168:13,9","px:900,168:13,10",next-y,1,
545,NODE,add,"px:900,168:14,10",pixel,,,,0.534640522875817,"238,170,1"
546,EDGE,add,"nx:900,168:13,10",,"px:900,168:13,10","px:900,168:14,10",next-x,1,
547,EDGE,add,"ny:900,168:14,9",,"px:900,168:14,9","px:900,168:14,10",next-y,1,
548,NODE,add,"px:900,168:15,10",pixel,,,,0.5594771241830065,"255,170,3"
549,EDGE,add,"nx:900,168:14,10",,"px:900,168:14,10","px:900,168:15,10",next-x,1,
550,EDGE,add,"ny:900,168:15,9",,"px:900,168:15,9","px:900,168:15,10",next-y,1,
551,NODE,add,"px:900,168:0,11",pixel,,,,0.550326797385621,"0,187,234"
552,EDGE,add,"ny:900,168:0,10",,"px:900,168:0,10","px:900,168:0,11",next-y,1,
553,NODE,add,"px:900,168:1,11",pixel,,,,0.5516339869281045,"17,187,218"
554,EDGE,add,"nx:900,168:0,11",,"px:900,168:0,11","px:900,168:1,11",next-x,1,
555,EDGE,add,"ny:900,168:1,10",,"px:900,168:1,10","px:900,168:1,11",next-y,1,
556,NODE,add,"px:900,168:2,11",pixel,,,,0.5490196078431373,"34,187,199"
557,EDGE,add,"nx:900,168:1,11",,"px:900,168:1,11","px:900,168:2,11",next-x,1,
558,EDGE,add,"ny:900,168:2,10",,"px:900,168:2,10","px:900,168:2,11",next-y,1,
559,NODE,add,"px:900,168:3,11",pixel,,,,0.542483660130719,"51,187,177"
560,EDGE,add,"nx:900,168:2,11",,"px:900,168:2,11","px:900,168:3,11",next-x,1,
561,EDGE,add,"ny:900,168:3,10",,"px:900,168:3,10","px:900,168:3,11",next-y,1,
562,NODE,add,"px:900,168:4,11",pixel,,,,0.5333333333333333,"68,187,153"
563,EDGE,add,"nx:900,168:3,11",,"px:900,168:3,11","px:900,168:4,11",next-x,1,
564,EDGE,add,"ny:900,168:4,10",,"px:900,168:4,10","px:900,168:4,11",next-y,1,
565,NODE,add,"px:900,168:5,11",pixel,,,,0.5228758169934641,"85,187,128"
566,EDGE,add,"nx:900,168:4,11",,"px:900,168:4,11","px:900,168:5,11",next-x,1,
567,EDGE,add,"ny:900,168:5,10",,"px:900,168:5,10","px:900,168:5,11",next-y,1,
568,NODE,add,"px:900,168:6,11",pixel,,,,0.5124183006535947,"102,187,103"
569,EDGE,add,"nx:900,168:5,11",,"px:900,168:5,11","px:900,168:6,11",next-x,1,
570,EDGE,add,"ny:900,168:6,10",,"px:900,168:6,10","px:900,168:6,11",next-y,1,
571,NODE,add,"px:900,168:7,11",pixel,,,,0.5032679738562091,"119,187,79"
572,EDGE,add,"nx:900,168:6,11",,"px:900,168:6,11","px:900,168:7,11",next-x,1,
573,EDGE,add,"ny:900,168:7,10",,"px:900,168:7,10","px:900,168:7,11",next-y,1,
